赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2005-2006,27,2006-03-12 23:59,1,毕尔巴鄂竞技,92,18,1-0,0-0,0,卡迪斯,143,16
2005-2006,27,2006-03-13 02:00,1,马德里竞技,109,9,2-1,0-0,0,桑坦德竞技,104,12
2005-2006,27,2006-03-13 04:00,0,奥萨苏纳,94,4,2-1,1-0,2,巴塞罗那,84,1
2005-2006,28,2006-03-19 01:00,1,赫塔菲,98,10,1-2,0-1,0,拉科鲁尼亚,93,9
2005-2006,28,2006-03-19 03:00,0,皇家社会,106,14,0-2,0-1,0,巴塞罗那,84,1
2005-2006,28,2006-03-19 05:00,0,比利亚雷亚尔,107,7,1-1,1-0,1,马德里竞技,109,8
2005-2006,28,2006-03-19 23:59,0,卡迪斯,143,19,0-0,0-0,0,阿拉维斯,137,17
2005-2006,28,2006-03-19 23:59,0,桑坦德竞技,104,13,2-1,1-0,0,巴伦西亚,91,3
2005-2006,28,2006-03-19 23:59,0,塞维利亚,86,6,1-1,1-0,0,马洛卡,101,15
2005-2006,28,2006-03-19 23:59,0,西班牙人,100,12,2-4,1-3,0,奥萨苏纳,94,4
2005-2006,28,2006-03-20 02:00,0,马拉加,102,20,0-1,0-0,0,萨拉戈萨,111,11
2005-2006,28,2006-03-20 02:00,0,皇家马德里,82,2,0-0,0-0,0,皇家贝蒂斯,96,18
2005-2006,28,2006-03-20 04:00,0,塞尔塔,114,5,0-1,0-1,1,毕尔巴鄂竞技,92,16
2005-2006,29,2006-03-22 04:00,0,巴塞罗那,84,1,3-1,1-1,0,赫塔菲,98,11
2005-2006,29,2006-03-23 03:00,0,阿拉维斯,137,17,1-0,0-0,0,塞尔塔,114,6
2005-2006,29,2006-03-23 03:00,0,毕尔巴鄂竞技,92,14,1-1,0-1,0,西班牙人,100,13
2005-2006,29,2006-03-23 03:00,0,皇家贝蒂斯,96,18,1-0,1-0,1,桑坦德竞技,104,12
2005-2006,29,2006-03-23 03:00,0,拉科鲁尼亚,93,8,2-1,0-1,2,马拉加,102,20
2005-2006,29,2006-03-23 03:00,0,马洛卡,101,15,1-0,1-0,0,卡迪斯,143,19
2005-2006,29,2006-03-23 03:00,0,奥萨苏纳,94,4,2-0,1-0,0,皇家社会,106,16
2005-2006,29,2006-03-23 03:00,1,巴伦西亚,91,3,1-1,1-0,0,比利亚雷亚尔,107,7
2005-2006,29,2006-03-23 04:00,0,萨拉戈萨,111,10,1-1,0-0,0,皇家马德里,82,2
2005-2006,29,2006-03-24 05:00,3,马德里竞技,109,9,0-1,0-0,0,塞维利亚,86,5
2005-2006,30,2006-03-26 01:00,0,比利亚雷亚尔,107,6,1-2,0-2,0,皇家贝蒂斯,96,17
2005-2006,30,2006-03-26 03:00,0,马拉加,102,20,0-0,0-0,0,巴塞罗那,84,1
2005-2006,30,2006-03-26 05:00,1,毕尔巴鄂竞技,92,15,1-0,0-0,1,奥萨苏纳,94,2
2005-2006,30,2006-03-26 23:00,0,桑坦德竞技,104,12,0-0,0-0,0,萨拉戈萨,111,10
2005-2006,30,2006-03-26 23:00,0,塞维利亚,86,7,1-0,0-0,1,巴伦西亚,91,4
2005-2006,30,2006-03-26 23:00,0,塞尔塔,114,8,2-0,2-0,0,马洛卡,101,13
2005-2006,30,2006-03-26 23:00,0,西班牙人,100,14,0-0,0-0,0,阿拉维斯,137,16
2005-2006,30,2006-03-26 23:00,0,赫塔菲,98,11,2-1,1-1,1,皇家社会,106,18
2005-2006,30,2006-03-27 01:00,0,皇家马德里,82,3,4-0,2-0,0,拉科鲁尼亚,93,5
2005-2006,30,2006-03-27 03:00,0,卡迪斯,143,19,1-1,0-1,0,马德里竞技,109,9
2005-2006,31,2006-04-02 02:00,0,皇家社会,106,18,3-0,1-0,2,马拉加,102,20
2005-2006,31,2006-04-02 02:00,0,萨拉戈萨,111,10,0-1,0-1,0,比利亚雷亚尔,107,8
2005-2006,31,2006-04-02 04:00,0,巴塞罗那,84,1,1-1,1-1,1,皇家马德里,82,2
2005-2006,31,2006-04-02 23:00,0,阿拉维斯,137,16,0-0,0-0,0,毕尔巴鄂竞技,92,12
2005-2006,31,2006-04-02 23:00,0,巴伦西亚,91,4,5-3,3-1,0,卡迪斯,143,19
2005-2006,31,2006-04-02 23:00,0,拉科鲁尼亚,93,7,2-0,1-0,0,桑坦德竞技,104,13
2005-2006,31,2006-04-02 23:00,0,马洛卡,101,17,0-0,0-0,0,西班牙人,100,15
2005-2006,31,2006-04-02 23:00,0,奥萨苏纳,94,3,0-4,0-2,0,赫塔菲,98,11
2005-2006,31,2006-04-03 01:00,1,马德里竞技,109,9,0-3,0-0,0,塞尔塔,114,6
2005-2006,31,2006-04-03 03:00,0,皇家贝蒂斯,96,14,2-1,2-1,0,塞维利亚,86,5
2005-2006,32,2006-04-08 23:00,1,马拉加,102,20,1-2,0-1,0,赫塔菲,98,10
2005-2006,32,2006-04-08 23:59,0,卡迪斯,143,19,1-1,0-0,0,皇家贝蒂斯,96,12
2005-2006,32,2006-04-09 02:00,1,皇家马德里,82,2,1-1,1-0,0,皇家社会,106,18
2005-2006,32,2006-04-09 04:00,0,塞尔塔,114,6,0-1,0-1,0,巴伦西亚,91,3
2005-2006,32,2006-04-09 23:00,0,西班牙人,100,15,1-1,0-0,0,马德里竞技,109,10
2005-2006,32,2006-04-09 23:00,0,阿拉维斯,137,16,1-2,0-1,1,奥萨苏纳,94,4
2005-2006,32,2006-04-09 23:00,0,毕尔巴鄂竞技,92,13,1-1,1-1,0,马洛卡,101,17
2005-2006,32,2006-04-10 01:00,0,桑坦德竞技,104,14,2-2,2-2,1,巴塞罗那,84,1
2005-2006,32,2006-04-10 01:00,0,塞维利亚,86,5,1-1,0-0,0,萨拉戈萨,111,11
2005-2006,32,2006-04-10 03:00,0,比利亚雷亚尔,107,8,1-1,0-0,0,拉科鲁尼亚,93,7
2005-2006,33,2006-04-15 02:30,0,巴塞罗那,84,1,1-0,1-0,0,比利亚雷亚尔,107,8
2005-2006,33,2006-04-15 23:59,0,马洛卡,101,16,0-0,0-0,0,阿拉维斯,137,17
2005-2006,33,2006-04-16 02:00,0,皇家社会,106,18,1-0,0-0,0,桑坦德竞技,104,14
2005-2006,33,2006-04-16 04:00,0,拉科鲁尼亚,93,7,0-0,0-0,0,塞维利亚,86,5
2005-2006,33,2006-04-16 23:00,0,皇家贝蒂斯,96,12,0-2,0-1,0,塞尔塔,114,7
2005-2006,33,2006-04-16 23:00,0,巴伦西亚,91,3,4-0,1-0,2,西班牙人,100,16
2005-2006,33,2006-04-16 23:00,0,萨拉戈萨,111,11,1-2,1-1,0,卡迪斯,143,19
2005-2006,33,2006-04-16 23:00,0,奥萨苏纳,94,4,1-1,1-0,1,马拉加,102,20
2005-2006,33,2006-04-17 01:00,0,赫塔菲,98,9,1-1,0-0,0,皇家马德里,82,2
2005-2006,33,2006-04-17 03:00,0,马德里竞技,109,10,1-0,0-0,0,毕尔巴鄂竞技,92,13
2005-2006,34,2006-04-22 23:59,0,比利亚雷亚尔,107,8,0-2,0-2,0,皇家社会,106,14
2005-2006,34,2006-04-23 02:00,0,阿拉维斯,137,18,0-1,0-1,0,马德里竞技,109,9
2005-2006,34,2006-04-23 04:00,0,塞尔塔,114,5,4-0,1-0,0,萨拉戈萨,111,11
2005-2006,34,2006-04-23 23:00,0,西班牙人,100,17,2-0,1-0,1,皇家贝蒂斯,96,12
2005-2006,34,2006-04-23 23:00,0,马洛卡,101,16,0-1,0-0,0,奥萨苏纳,94,4
2005-2006,34,2006-04-23 23:00,0,桑坦德竞技,104,15,1-3,1-1,0,赫塔菲,98,10
2005-2006,34,2006-04-23 23:00,0,毕尔巴鄂竞技,92,13,0-3,0-0,0,巴伦西亚,91,2
2005-2006,34,2006-04-23 23:00,0,卡迪斯,143,19,1-1,0-1,2,拉科鲁尼亚,93,7
2005-2006,34,2006-04-24 01:00,0,皇家马德里,82,3,2-1,0-1,0,马拉加,102,20
2005-2006,34,2006-05-14 04:00,0,塞维利亚,86,5,3-2,2-2,1,巴塞罗那,84,1
2005-2006,35,2006-04-30 02:00,0,皇家贝蒂斯,96,13,1-1,1-0,0,毕尔巴鄂竞技,92,15
2005-2006,35,2006-04-30 02:00,1,拉科鲁尼亚,93,7,0-2,0-1,0,塞尔塔,114,5
2005-2006,35,2006-04-30 04:00,0,巴塞罗那,84,1,1-0,1-0,0,卡迪斯,143,19
2005-2006,35,2006-04-30 23:00,0,马拉加,102,20,2-3,2-1,0,桑坦德竞技,104,16
2005-2006,35,2006-04-30 23:00,0,赫塔菲,98,9,1-1,1-1,0,比利亚雷亚尔,107,10
2005-2006,35,2006-04-30 23:00,2,皇家社会,106,12,1-2,0-0,0,塞维利亚,86,6
2005-2006,35,2006-04-30 23:00,0,巴伦西亚,91,2,3-0,2-0,0,阿拉维斯,137,18
2005-2006,35,2006-04-30 23:00,0,萨拉戈萨,111,11,1-1,1-0,1,西班牙人,100,14
2005-2006,35,2006-05-01 01:00,0,马德里竞技,109,8,0-1,0-0,0,马洛卡,101,17
2005-2006,35,2006-05-01 03:00,0,奥萨苏纳,94,4,0-1,0-0,1,皇家马德里,82,3
2005-2006,36,2006-05-04 02:00,0,西班牙人,100,14,1-2,1-0,0,拉科鲁尼亚,93,7
2005-2006,36,2006-05-04 02:00,0,马洛卡,101,16,2-1,1-1,0,巴伦西亚,91,2
2005-2006,36,2006-05-04 02:00,1,阿拉维斯,137,18,2-0,1-0,0,皇家贝蒂斯,96,13
2005-2006,36,2006-05-04 02:00,0,毕尔巴鄂竞技,92,17,1-0,0-0,0,萨拉戈萨,111,11
2005-2006,36,2006-05-04 02:00,1,马德里竞技,109,9,0-1,0-1,1,奥萨苏纳,94,4
2005-2006,36,2006-05-04 02:00,0,卡迪斯,143,19,2-2,0-1,0,皇家社会,106,12
2005-2006,36,2006-05-04 02:00,0,塞维利亚,86,6,3-0,3-0,0,赫塔菲,98,8
2005-2006,36,2006-05-04 02:00,0,比利亚雷亚尔,107,10,2-1,2-1,0,马拉加,102,20
2005-2006,36,2006-05-04 03:00,0,塞尔塔,114,5,0-1,0-0,0,巴塞罗那,84,1
2005-2006,36,2006-05-05 04:00,0,桑坦德竞技,104,15,2-3,0-1,0,皇家马德里,82,3
2005-2006,37,2006-05-07 02:00,0,巴塞罗那,84,1,2-0,1-0,0,西班牙人,100,16
2005-2006,37,2006-05-07 02:00,0,马拉加,102,20,0-2,0-1,0,塞维利亚,86,6
2005-2006,37,2006-05-07 04:00,0,巴伦西亚,91,3,1-1,1-1,0,马德里竞技,109,10
2005-2006,37,2006-05-07 23:00,0,萨拉戈萨,111,11,3-0,0-0,0,阿拉维斯,137,18
2005-2006,37,2006-05-07 23:00,0,皇家社会,106,14,2-2,2-1,1,塞尔塔,114,5
2005-2006,37,2006-05-07 23:00,1,桑坦德竞技,104,17,2-1,0-0,1,奥萨苏纳,94,4
2005-2006,37,2006-05-07 23:00,0,皇家贝蒂斯,96,15,2-1,2-0,0,马洛卡,101,12
2005-2006,37,2006-05-07 23:00,0,赫塔菲,98,9,3-1,0-1,0,卡迪斯,143,19
2005-2006,37,2006-05-08 01:00,1,皇家马德里,82,2,3-3,1-2,0,比利亚雷亚尔,107,8
2005-2006,37,2006-05-08 03:00,0,拉科鲁尼亚,93,7,1-2,1-0,0,毕尔巴鄂竞技,92,13
2005-2006,38,2006-05-14 02:00,0,马德里竞技,109,10,1-1,1-0,0,皇家贝蒂斯,96,13
2005-2006,38,2006-05-14 02:00,0,卡迪斯,143,19,5-0,1-0,0,马拉加,102,20
2005-2006,38,2006-05-14 02:00,0,塞尔塔,114,6,1-0,1-0,1,赫塔菲,98,9
2005-2006,38,2006-05-14 02:00,0,马洛卡,101,16,3-1,1-1,0,萨拉戈萨,111,11
2005-2006,38,2006-05-14 04:00,0,西班牙人,100,17,1-0,0-0,0,皇家社会,106,15
2005-2006,38,2006-05-14 04:00,0,阿拉维斯,137,18,1-0,0-0,0,拉科鲁尼亚,93,7
2005-2006,38,2006-05-14 04:00,0,比利亚雷亚尔,107,8,2-0,1-0,0,桑坦德竞技,104,14
2005-2006,38,2006-05-17 03:00,0,奥萨苏纳,94,4,2-1,0-0,0,巴伦西亚,91,3
2005-2006,38,2006-05-17 03:00,0,塞维利亚,86,5,4-3,4-2,0,皇家马德里,82,2
2005-2006,38,2006-05-21 03:00,0,毕尔巴鄂竞技,92,13,3-1,0-1,0,巴塞罗那,84,1
赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2006-2007,1,2006-08-27 04:00,0,巴伦西亚,91,3,2-1,1-0,0,皇家贝蒂斯,96,14
2006-2007,1,2006-08-28 01:00,0,西班牙人,100,15,0-1,0-0,0,塔拉戈纳,119,乙2
2006-2007,1,2006-08-28 01:00,0,拉科鲁尼亚,93,8,3-2,2-1,1,萨拉戈萨,111,11
2006-2007,1,2006-08-28 01:00,0,奥萨苏纳,94,4,0-2,0-0,0,赫塔菲,98,9
2006-2007,1,2006-08-28 01:00,0,皇家马德里,82,2,0-0,0-0,0,比利亚雷亚尔,107,7
2006-2007,1,2006-08-28 01:00,0,维尔瓦,116,乙1,1-1,0-0,0,马洛卡,101,13
2006-2007,1,2006-08-28 01:00,0,桑坦德竞技,104,17,0-1,0-1,1,马德里竞技,109,10
2006-2007,1,2006-08-28 03:00,0,毕尔巴鄂竞技,92,12,1-1,1-0,0,皇家社会,106,16
2006-2007,1,2006-08-29 03:00,1,塞尔塔,114,6,2-3,1-0,0,巴塞罗那,84,1
2006-2007,1,2006-08-30 03:00,0,塞维利亚,86,5,4-0,2-0,1,莱万特,103,乙3
2006-2007,2,2006-09-10 02:00,0,巴塞罗那,84,3,3-0,3-0,0,奥萨苏纳,94,19
2006-2007,2,2006-09-10 04:00,1,马德里竞技,109,6,0-1,0-1,1,巴伦西亚,91,5
2006-2007,2,2006-09-11 01:00,0,皇家贝蒂斯,96,16,3-0,2-0,0,毕尔巴鄂竞技,92,8
2006-2007,2,2006-09-11 01:00,0,赫塔菲,98,2,1-0,0-0,0,桑坦德竞技,104,17
2006-2007,2,2006-09-11 01:00,0,塔拉戈纳,119,6,1-2,0-0,0,塞尔塔,114,14
2006-2007,2,2006-09-11 01:00,2,莱万特,103,20,1-4,1-2,0,皇家马德里,82,12
2006-2007,2,2006-09-11 01:00,0,马洛卡,101,8,0-0,0-0,0,拉科鲁尼亚,93,3
2006-2007,2,2006-09-11 01:00,0,皇家社会,106,8,1-3,0-1,0,塞维利亚,86,1
2006-2007,2,2006-09-11 01:00,0,比利亚雷亚尔,107,12,0-1,0-0,0,维尔瓦,116,8
2006-2007,2,2006-09-11 03:00,1,萨拉戈萨,111,14,3-0,1-0,1,西班牙人,100,17
2006-2007,3,2006-09-17 04:00,0,拉科鲁尼亚,93,6,2-0,1-0,0,比利亚雷亚尔,107,14
2006-2007,3,2006-09-18 01:00,0,塞维利亚,86,2,3-2,1-1,0,皇家贝蒂斯,96,9
2006-2007,3,2006-09-18 02:00,0,巴伦西亚,91,5,2-0,1-0,0,赫塔菲,98,4
2006-2007,3,2006-09-18 02:00,1,桑坦德竞技,104,17,0-3,0-1,0,巴塞罗那,84,3
2006-2007,3,2006-09-18 02:00,0,西班牙人,100,18,2-1,0-0,0,塞尔塔,114,10
2006-2007,3,2006-09-18 02:00,0,毕尔巴鄂竞技,92,15,1-4,0-2,0,马德里竞技,109,12
2006-2007,3,2006-09-18 02:00,0,奥萨苏纳,94,19,2-0,1-0,0,塔拉戈纳,119,11
2006-2007,3,2006-09-18 02:00,0,维尔瓦,116,7,0-1,0-0,0,莱万特,103,20
2006-2007,3,2006-09-18 02:00,0,萨拉戈萨,111,8,2-0,0-0,1,马洛卡,101,13
2006-2007,3,2006-09-18 03:00,0,皇家马德里,82,6,2-0,0-0,1,皇家社会,106,14
2006-2007,4,2006-09-24 04:00,1,皇家贝蒂斯,96,10,0-1,0-1,0,皇家马德里,82,4
2006-2007,4,2006-09-25 01:00,0,马德里竞技,109,7,2-1,0-1,2,塞维利亚,86,1
2006-2007,4,2006-09-25 02:00,1,塞尔塔,114,11,0-2,0-1,0,奥萨苏纳,94,13
2006-2007,4,2006-09-25 02:00,1,赫塔菲,98,8,0-0,0-0,2,毕尔巴鄂竞技,92,19
2006-2007,4,2006-09-25 02:00,0,塔拉戈纳,119,12,2-2,1-0,0,桑坦德竞技,104,20
2006-2007,4,2006-09-25 02:00,1,莱万特,103,15,2-0,1-0,1,拉科鲁尼亚,93,5
2006-2007,4,2006-09-25 02:00,0,马洛卡,101,16,1-0,0-0,1,西班牙人,100,13
2006-2007,4,2006-09-25 02:00,0,皇家社会,106,18,2-3,0-1,0,维尔瓦,116,9
2006-2007,4,2006-09-25 02:00,0,比利亚雷亚尔,107,17,3-2,0-1,1,萨拉戈萨,111,6
2006-2007,4,2006-09-25 03:00,0,巴塞罗那,84,2,1-1,0-1,0,巴伦西亚,91,3
2006-2007,5,2006-10-01 04:00,1,毕尔巴鄂竞技,92,18,1-3,1-1,0,巴塞罗那,84,1
2006-2007,5,2006-10-01 23:59,0,萨拉戈萨,111,9,2-2,0-2,0,莱万特,103,11
2006-2007,5,2006-10-01 23:59,0,西班牙人,100,17,0-0,0-0,0,奥萨苏纳,94,10
2006-2007,5,2006-10-01 23:59,0,拉科鲁尼亚,93,6,2-0,0-0,0,皇家社会,106,19
2006-2007,5,2006-10-01 23:59,0,马洛卡,101,12,1-2,0-2,0,比利亚雷亚尔,107,14
2006-2007,5,2006-10-01 23:59,1,皇家马德里,82,2,1-1,1-1,0,马德里竞技,109,5
2006-2007,5,2006-10-01 23:59,0,维尔瓦,116,6,2-0,0-0,0,皇家贝蒂斯,96,15
2006-2007,5,2006-10-01 23:59,1,桑坦德竞技,104,20,1-1,1-0,0,塞尔塔,114,16
2006-2007,5,2006-10-01 23:59,0,塞维利亚,86,4,1-0,1-0,0,赫塔菲,98,8
2006-2007,5,2006-10-02 03:00,0,巴伦西亚,91,3,4-0,1-0,0,塔拉戈纳,119,13
2006-2007,6,2006-10-15 02:00,0,赫塔菲,98,9,1-0,0-0,1,皇家马德里,82,4
2006-2007,6,2006-10-15 04:00,1,马德里竞技,109,5,2-1,0-0,1,维尔瓦,116,6
2006-2007,6,2006-10-15 23:00,1,塔拉戈纳,119,16,2-3,0-2,0,毕尔巴鄂竞技,92,19
2006-2007,6,2006-10-15 23:00,1,莱万特,103,12,0-1,0-1,0,马洛卡,101,13
2006-2007,6,2006-10-15 23:00,0,奥萨苏纳,94,11,0-1,0-0,0,桑坦德竞技,104,18
2006-2007,6,2006-10-15 23:00,1,皇家社会,106,20,1-3,1-1,0,萨拉戈萨,111,8
2006-2007,6,2006-10-15 23:00,0,比利亚雷亚尔,107,10,0-0,0-0,0,西班牙人,100,15
2006-2007,6,2006-10-15 23:00,1,塞尔塔,114,14,3-2,1-1,1,巴伦西亚,91,2
2006-2007,6,2006-10-16 01:00,0,巴塞罗那,84,1,3-1,2-1,0,塞维利亚,86,3
2006-2007,6,2006-10-16 03:00,1,皇家贝蒂斯,96,17,1-1,0-0,1,拉科鲁尼亚,93,7
2006-2007,7,2006-10-22 02:00,0,比利亚雷亚尔,107,10,1-1,0-0,0,莱万特,103,14
2006-2007,7,2006-10-22 02:00,0,萨拉戈萨,111,7,2-1,2-0,1,皇家贝蒂斯,96,18
2006-2007,7,2006-10-22 04:00,0,拉科鲁尼亚,93,6,1-0,0-0,0,马德里竞技,109,3
2006-2007,7,2006-10-22 23:00,0,马洛卡,101,11,0-0,0-0,1,皇家社会,106,20
2006-2007,7,2006-10-22 23:00,0,维尔瓦,116,8,1-2,0-1,0,赫塔菲,98,9
2006-2007,7,2006-10-22 23:00,0,塞维利亚,86,4,2-1,2-0,0,塔拉戈纳,119,19
2006-2007,7,2006-10-22 23:00,1,巴伦西亚,91,2,1-0,1-0,0,奥萨苏纳,94,13
2006-2007,7,2006-10-22 23:00,0,毕尔巴鄂竞技,92,17,0-1,0-1,0,塞尔塔,114,12
2006-2007,7,2006-10-22 23:00,0,西班牙人,100,16,2-2,1-1,1,桑坦德竞技,104,15
2006-2007,7,2006-10-23 03:00,0,皇家马德里,82,5,2-0,1-0,0,巴塞罗那,84,1
2006-2007,8,2006-10-29 02:00,0,桑坦德竞技,104,15,1-0,0-0,1,巴伦西亚,91,2
2006-2007,8,2006-10-29 02:00,0,巴塞罗那,84,1,3-0,1-0,0,维尔瓦,116,9
2006-2007,8,2006-10-29 04:00,0,塔拉戈纳,119,19,1-3,1-1,0,皇家马德里,82,4
2006-2007,8,2006-10-29 23:59,0,莱万特,103,13,0-0,0-0,0,西班牙人,100,16
2006-2007,8,2006-10-29 23:59,0,皇家社会,106,20,0-1,0-0,0,比利亚雷亚尔,107,11
2006-2007,8,2006-10-29 23:59,1,皇家贝蒂斯,96,18,0-1,0-0,0,马洛卡,101,12
2006-2007,8,2006-10-29 23:59,0,塞尔塔,114,10,1-2,1-1,0,塞维利亚,86,3
2006-2007,8,2006-10-29 23:59,0,赫塔菲,98,8,2-0,1-0,0,拉科鲁尼亚,93,5
2006-2007,8,2006-10-30 02:00,0,奥萨苏纳,94,14,1-1,0-1,0,毕尔巴鄂竞技,92,17
2006-2007,8,2006-10-30 04:00,0,马德里竞技,109,7,0-1,0-0,0,萨拉戈萨,111,6
2006-2007,9,2006-11-05 03:00,0,马洛卡,101,10,0-0,0-0,0,马德里竞技,109,8
2006-2007,9,2006-11-05 03:00,0,莱万特,103,14,2-0,1-0,0,皇家社会,106,20
2006-2007,9,2006-11-05 05:00,0,拉科鲁尼亚,93,7,1-1,0-1,0,巴塞罗那,84,1
2006-2007,9,2006-11-05 23:59,1,毕尔巴鄂竞技,92,17,0-0,0-0,0,桑坦德竞技,104,13
2006-2007,9,2006-11-05 23:59,0,维尔瓦,116,12,2-1,1-1,1,塔拉戈纳,119,19
2006-2007,9,2006-11-05 23:59,0,塞维利亚,86,2,2-0,0-0,0,奥萨苏纳,94,15
2006-2007,9,2006-11-05 23:59,0,比利亚雷亚尔,107,9,3-2,1-1,0,皇家贝蒂斯,96,18
2006-2007,9,2006-11-05 23:59,0,萨拉戈萨,111,4,3-1,1-0,1,赫塔菲,98,6
2006-2007,9,2006-11-06 02:00,0,皇家马德里,82,3,1-2,1-1,0,塞尔塔,114,11
2006-2007,9,2006-11-06 04:00,1,西班牙人,100,16,1-1,1-1,0,巴伦西亚,91,5
2006-2007,10,2006-11-12 03:00,0,马德里竞技,109,9,3-1,2-1,1,比利亚雷亚尔,107,8
2006-2007,10,2006-11-12 05:00,0,巴伦西亚,91,5,1-1,1-0,0,毕尔巴鄂竞技,92,17
2006-2007,10,2006-11-12 23:59,0,桑坦德竞技,104,14,0-0,0-0,0,塞维利亚,86,1
2006-2007,10,2006-11-12 23:59,0,皇家社会,106,20,1-1,1-0,0,西班牙人,100,15
2006-2007,10,2006-11-12 23:59,0,皇家贝蒂斯,96,18,2-1,1-0,1,莱万特,103,13
2006-2007,10,2006-11-12 23:59,1,塞尔塔,114,11,1-2,0-0,0,维尔瓦,116,12
2006-2007,10,2006-11-12 23:59,0,赫塔菲,98,6,1-0,0-0,0,马洛卡,101,10
2006-2007,10,2006-11-12 23:59,0,塔拉戈纳,119,19,0-0,0-0,0,拉科鲁尼亚,93,7
2006-2007,10,2006-11-13 02:00,0,奥萨苏纳,94,16,1-4,0-3,0,皇家马德里,82,4
2006-2007,10,2006-11-13 04:00,1,巴塞罗那,84,2,3-1,1-1,1,萨拉戈萨,111,3
2006-2007,11,2006-11-19 03:00,2,皇家马德里,82,3,3-1,1-0,0,桑坦德竞技,104,14
2006-2007,11,2006-11-19 05:00,0,塞维利亚,86,2,3-0,1-0,1,巴伦西亚,91,6
2006-2007,11,2006-11-19 23:59,0,皇家社会,106,20,0-0,0-0,0,皇家贝蒂斯,96,18
2006-2007,11,2006-11-19 23:59,0,比利亚雷亚尔,107,10,1-0,0-0,0,赫塔菲,98,5
2006-2007,11,2006-11-19 23:59,0,萨拉戈萨,111,4,3-0,0-0,1,塔拉戈纳,119,19
2006-2007,11,2006-11-19 23:59,0,西班牙人,100,15,3-2,0-0,0,毕尔巴鄂竞技,92,16
2006-2007,11,2006-11-19 23:59,1,莱万特,103,13,0-3,0-1,0,马德里竞技,109,7
2006-2007,11,2006-11-19 23:59,0,维尔瓦,116,9,2-0,1-0,0,奥萨苏纳,94,17
2006-2007,11,2006-11-20 02:00,1,马洛卡,101,11,1-4,0-1,0,巴塞罗那,84,1
2006-2007,11,2006-11-20 04:00,1,拉科鲁尼亚,93,8,0-1,0-0,0,塞尔塔,114,12
2006-2007,12,2006-11-26 03:00,0,巴塞罗那,84,1,4-0,1-0,0,比利亚雷亚尔,107,9
2006-2007,12,2006-11-26 05:00,0,马德里竞技,109,5,1-1,0-1,0,皇家社会,106,20
2006-2007,12,2006-11-26 23:59,0,皇家贝蒂斯,96,16,1-1,1-0,0,西班牙人,100,13
2006-2007,12,2006-11-26 23:59,1,塞尔塔,114,11,1-1,0-1,1,萨拉戈萨,111,4
2006-2007,12,2006-11-26 23:59,0,赫塔菲,98,7,0-0,0-0,0,莱万特,103,14
2006-2007,12,2006-11-26 23:59,0,塔拉戈纳,119,19,2-3,1-0,0,马洛卡,101,12
2006-2007,12,2006-11-26 23:59,0,奥萨苏纳,94,18,4-1,2-1,0,拉科鲁尼亚,93,10
2006-2007,12,2006-11-26 23:59,0,桑坦德竞技,104,15,4-3,3-1,1,维尔瓦,116,6
2006-2007,12,2006-11-27 02:00,0,巴伦西亚,91,8,0-1,0-0,0,皇家马德里,82,3
2006-2007,12,2006-11-27 04:00,0,毕尔巴鄂竞技,92,17,1-3,0-2,0,塞维利亚,86,2
2006-2007,13,2006-12-03 03:00,0,维尔瓦,116,7,2-0,1-0,0,巴伦西亚,91,8
2006-2007,13,2006-12-03 03:00,0,莱万特,103,15,1-1,0-1,0,巴塞罗那,84,1
2006-2007,13,2006-12-03 05:00,0,皇家贝蒂斯,96,17,0-1,0-1,0,马德里竞技,109,5
2006-2007,13,2006-12-03 23:59,1,西班牙人,100,14,2-1,0-1,0,塞维利亚,86,2
2006-2007,13,2006-12-03 23:59,1,拉科鲁尼亚,93,11,0-0,0-0,2,桑坦德竞技,104,13
2006-2007,13,2006-12-03 23:59,1,马洛卡,101,12,2-2,1-0,0,塞尔塔,114,10
2006-2007,13,2006-12-03 23:59,0,皇家社会,106,19,0-0,0-0,0,赫塔菲,98,6
2006-2007,13,2006-12-03 23:59,0,比利亚雷亚尔,107,9,2-0,2-0,0,塔拉戈纳,119,20
2006-2007,13,2006-12-04 02:00,0,皇家马德里,82,3,2-1,0-1,1,毕尔巴鄂竞技,92,18
2006-2007,13,2006-12-04 04:00,0,萨拉戈萨,111,4,1-2,1-0,0,奥萨苏纳,94,16
2006-2007,14,2006-12-10 03:00,1,巴塞罗那,84,1,1-0,0-0,0,皇家社会,106,19
2006-2007,14,2006-12-10 05:00,0,塞维利亚,86,3,2-1,1-1,0,皇家马德里,82,2
2006-2007,14,2006-12-10 23:59,0,塞尔塔,114,10,1-1,1-0,0,比利亚雷亚尔,107,8
2006-2007,14,2006-12-10 23:59,1,赫塔菲,98,7,1-1,0-0,0,皇家贝蒂斯,96,17
2006-2007,14,2006-12-10 23:59,0,塔拉戈纳,119,20,2-1,1-1,0,莱万特,103,16
2006-2007,14,2006-12-10 23:59,0,奥萨苏纳,94,15,3-0,0-0,1,马洛卡,101,12
2006-2007,14,2006-12-10 23:59,0,桑坦德竞技,104,14,0-2,0-0,0,萨拉戈萨,111,5
