轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,主队红牌,主队名称,主队名次,全场让球,半场让球,全场大小,半场大小
28,2011-03-13 23:59,0,西班牙人,6,2-0,0-0,1,拉科鲁尼亚,13,平/半,平/半,2/2.5,0.5/1
28,2011-03-13 23:59,1,奥萨苏纳,15,3-1,2-0,0,桑坦德竞技,14,平/半,平/半,2,0.5/1
28,2011-03-13 23:59,0,莱万特,12,1-1,1-0,0,马洛卡,10,平手,平手,2.5,1
28,2011-03-13 23:59,0,皇家社会,9,0-2,0-1,0,马拉加,20,平/半,平/半,2/2.5,1
28,2011-03-14 02:00,0,比利亚雷亚尔,4,1-1,1-0,2,希洪竞技,16,半球,半球,2.5/3,1
28,2011-03-14 04:00,0,塞维利亚,8,1-1,0-1,0,巴塞罗那,1,半球,半球,3,1/1.5
28,2011-03-15 04:00,0,赫塔菲,11,2-2,0-0,0,毕尔巴鄂竞技,5,平手,平手,2.5,1
29,2011-03-20 01:00,0,马洛卡,10,1-0,0-0,1,萨拉戈萨,15,平/半,平/半,2/2.5,1
29,2011-03-20 03:00,0,巴塞罗那,1,2-1,1-0,0,赫塔菲,11,一/球半,一/球半,3.5,1.5
29,2011-03-20 05:00,0,马德里竞技,7,1-2,0-2,0,皇家马德里,2,平/半,平/半,2.5/3,1/1.5
29,2011-03-20 23:59,0,赫库斯,19,0-4,0-2,0,奥萨苏纳,12,平手,平手,2/2.5,0.5/1
29,2011-03-20 23:59,0,马拉加,20,2-0,2-0,0,西班牙人,5,平手,平手,2.5,1
29,2011-03-20 23:59,0,拉科鲁尼亚,14,0-1,0-0,0,莱万特,13,平/半,平/半,2/2.5,0.5/1
29,2011-03-20 23:59,0,桑坦德竞技,16,2-1,1-0,0,皇家社会,9,平/半,平/半,2.5,1
29,2011-03-20 23:59,0,希洪竞技,17,1-0,1-0,0,阿尔梅里亚,18,平/半,平/半,2/2.5,0.5/1
29,2011-03-21 02:00,0,毕尔巴鄂竞技,6,0-1,0-0,0,比利亚雷亚尔,4,平手,平手,2.5,1
29,2011-03-21 04:00,0,巴伦西亚,3,0-1,0-0,0,塞维利亚,8,平/半,平/半,2.5,1
30,2011-04-02 23:59,0,皇家马德里,2,0-1,0-0,0,希洪竞技,15,一球,一球,3/3.5,1.5
30,2011-04-03 02:00,0,赫塔菲,13,2-4,1-0,0,巴伦西亚,4,平手,平手,2.5,1
30,2011-04-03 04:00,0,比利亚雷亚尔,3,0-1,0-0,0,巴塞罗那,1,半球,半球,3,1/1.5
30,2011-04-03 23:00,0,西班牙人,5,1-2,1-0,0,桑坦德竞技,14,平/半,平/半,2/2.5,0.5/1
30,2011-04-03 23:00,0,莱万特,12,3-1,2-0,0,马拉加,18,平手,平手,2.5,1
30,2011-04-03 23:00,0,拉科鲁尼亚,16,2-1,0-1,1,马洛卡,9,平手,平手,2,0.5/1
30,2011-04-03 23:00,0,皇家社会,11,1-3,0-0,0,赫库斯,20,平/半,平/半,2/2.5,1
30,2011-04-04 01:00,0,塞维利亚,7,3-1,1-0,0,萨拉戈萨,17,半球,半球,2.5/3,1
30,2011-04-04 03:00,1,奥萨苏纳,10,2-3,1-1,0,马德里竞技,8,平手,平手,2.5,1
30,2011-04-05 03:00,0,阿尔梅里亚,20,1-3,1-1,0,毕尔巴鄂竞技,8,平手,平手,2.5,1
31,2011-04-09 23:59,0,毕尔巴鄂竞技,5,0-3,0-1,0,皇家马德里,2,平/半,平/半,2.5/3,1/1.5
31,2011-04-10 02:00,0,巴塞罗那,1,3-1,0-0,0,阿尔梅里亚,20,一/球半,一/球半,3.5/4,1.5
31,2011-04-10 04:00,0,马洛卡,10,2-2,2-1,0,塞维利亚,6,平手,平手,2.5,1
31,2011-04-10 23:00,0,马拉加,19,0-0,0-0,1,拉科鲁尼亚,16,平/半,平/半,2.5,1
31,2011-04-10 23:00,0,希洪竞技,13,1-0,0-0,0,奥萨苏纳,12,平/半,平/半,2/2.5,1
31,2011-04-10 23:00,0,赫库斯,18,0-0,0-0,0,西班牙人,7,平手,平手,2/2.5,0.5/1
31,2011-04-10 23:00,0,桑坦德竞技,11,1-1,1-0,0,莱万特,9,平/半,平/半,2/2.5,1
31,2011-04-11 01:00,0,马德里竞技,8,3-0,2-0,0,皇家社会,14,平/半,平/半,2.5/3,1
31,2011-04-11 03:00,0,巴伦西亚,3,5-0,1-0,0,比利亚雷亚尔,4,平/半,平/半,2.5,1
31,2011-04-12 03:00,0,萨拉戈萨,17,2-1,2-1,0,赫塔菲,15,平/半,平/半,2/2.5,1
32,2011-04-16 23:59,0,赫塔菲,16,1-0,0-0,0,塞维利亚,5,平手,平手,2.5/3,1
32,2011-04-16 23:59,0,马拉加,19,3-0,2-0,0,马洛卡,10,平/半,平/半,2.5,1
32,2011-04-17 02:00,0,阿尔梅里亚,20,0-3,0-0,0,巴伦西亚,3,平/半,平/半,2.5,1
32,2011-04-17 04:00,1,皇家马德里,2,1-1,0-0,0,巴塞罗那,1,平手,平手,2.5/3,1/1.5
32,2011-04-17 23:00,0,拉科鲁尼亚,15,2-0,1-0,0,桑坦德竞技,12,平/半,平/半,2/2.5,0.5/1
32,2011-04-17 23:00,0,皇家社会,14,2-1,1-0,0,希洪竞技,11,平/半,平/半,2/2.5,1
32,2011-04-17 23:00,0,莱万特,9,2-1,2-0,0,赫库斯,18,平/半,平/半,2.5,1
32,2011-04-18 01:00,1,奥萨苏纳,13,1-2,0-0,1,毕尔巴鄂竞技,7,平手,平手,2/2.5,1
32,2011-04-18 03:00,0,西班牙人,8,2-2,1-1,0,马德里竞技,6,平手,平手,2.5/3,1
32,2011-04-19 03:00,0,比利亚雷亚尔,4,1-0,0-0,1,萨拉戈萨,17,半球,半球,2.5/3,1
33,2011-04-23 23:59,0,巴伦西亚,3,3-6,0-4,0,皇家马德里,2,平/半,平/半,2.5/3,1
33,2011-04-24 02:00,0,巴塞罗那,1,2-0,1-0,0,奥萨苏纳,16,一/球半,一/球半,3.5,1.5
33,2011-04-24 04:00,0,毕尔巴鄂竞技,5,2-1,2-1,0,皇家社会,12,平/半,平/半,2.5/3,1
33,2011-04-24 23:00,0,桑坦德竞技,15,1-2,0-2,0,马拉加,18,平/半,平/半,2.5,1
33,2011-04-24 23:00,0,希洪竞技,11,1-0,0-0,0,西班牙人,8,平/半,平/半,2/2.5,0.5/1
33,2011-04-24 23:00,0,马洛卡,10,2-0,1-0,0,赫塔菲,14,平/半,平/半,2.5,1
33,2011-04-24 23:00,0,赫库斯,19,1-0,0-0,0,拉科鲁尼亚,13,平/半,平/半,2/2.5,0.5/1
33,2011-04-25 01:00,0,马德里竞技,6,4-1,1-1,0,莱万特,9,平/半,平/半,2.5/3,1/1.5
33,2011-04-25 03:00,0,塞维利亚,7,3-2,2-0,1,比利亚雷亚尔,4,平/半,平/半,2.5,1
33,2011-04-26 03:00,1,萨拉戈萨,17,1-0,0-0,0,阿尔梅里亚,20,平/半,平/半,2.5,1
34,2011-04-30 23:59,1,皇家马德里,2,2-3,0-1,0,萨拉戈萨,16,半/一,半/一,3,1/1.5
34,2011-05-01 02:00,0,皇家社会,12,2-1,0-1,0,巴塞罗那,1,半球,半球,3,1/1.5
34,2011-05-01 04:00,1,拉科鲁尼亚,13,0-1,0-0,0,马德里竞技,6,平/半,平/半,2.5,1
34,2011-05-01 23:00,0,莱万特,9,0-0,0-0,0,希洪竞技,11,平/半,平/半,2.5,1
34,2011-05-01 23:00,0,马拉加,17,3-1,1-1,1,赫库斯,19,平/半,平/半,2.5,1
34,2011-05-01 23:00,1,阿尔梅里亚,20,0-1,0-0,0,塞维利亚,7,平/半,平/半,2.5,1
34,2011-05-01 23:00,0,桑坦德竞技,16,2-0,2-0,0,马洛卡,10,平手,平手,2.5,1
34,2011-05-02 01:00,0,比利亚雷亚尔,4,2-1,0-1,0,赫塔菲,15,平/半,平/半,2.5/3,1
34,2011-05-02 03:00,0,奥萨苏纳,18,1-0,0-0,0,巴伦西亚,3,平手,平手,2.5,1
34,2011-05-03 03:00,0,西班牙人,8,2-1,1-1,0,毕尔巴鄂竞技,7,平手,平手,2.5,1
35,2011-05-07 23:59,0,希洪竞技,10,2-2,1-2,0,拉科鲁尼亚,17,平/半,平/半,2/2.5,0.5/1
35,2011-05-07 23:59,0,巴伦西亚,3,3-0,3-0,0,皇家社会,12,半球,半球,3,1/1.5
35,2011-05-07 23:59,1,赫库斯,19,2-3,2-3,0,桑坦德竞技,13,平手,平手,2.5,1
35,2011-05-07 23:59,0,毕尔巴鄂竞技,7,3-2,1-0,0,莱万特,9,平/半,平/半,2.5/3,1
35,2011-05-07 23:59,0,赫塔菲,18,2-0,1-0,0,阿尔梅里亚,20,平/半,平/半,2.5,1
35,2011-05-08 02:00,0,马德里竞技,5,0-3,0-2,0,马拉加,15,平/半,平/半,3,1/1.5
35,2011-05-08 04:00,0,塞维利亚,6,2-6,0-3,0,皇家马德里,2,平手,平手,2.5/3,1/1.5
35,2011-05-08 18:00,0,马洛卡,11,0-0,0-0,0,比利亚雷亚尔,4,平手,平手,2.5,1
35,2011-05-09 01:00,0,巴塞罗那,1,2-0,1-0,0,西班牙人,8,一球,一球,3,1/1.5
35,2011-05-09 03:00,0,萨拉戈萨,14,1-3,1-0,0,奥萨苏纳,16,平/半,平/半,2/2.5,1
36,2011-05-11 02:00,0,拉科鲁尼亚,17,2-1,1-1,0,毕尔巴鄂竞技,7,平手,平手,2.5,1
36,2011-05-11 03:00,0,马拉加,15,2-0,1-0,0,希洪竞技,10,平/半,平/半,2.5,1
36,2011-05-11 03:00,0,桑坦德竞技,13,2-1,1-1,0,马德里竞技,5,平/半,平/半,2.5,1
36,2011-05-11 04:00,0,皇家马德里,2,4-0,1-0,0,赫塔菲,18,半/一,半/一,3.5,1.5
36,2011-05-12 02:00,0,阿尔梅里亚,20,0-0,0-0,0,比利亚雷亚尔,4,平/半,平/半,2.5/3,1
36,2011-05-12 02:00,0,莱万特,9,1-1,1-1,0,巴塞罗那,1,半/一,半/一,3,1/1.5
36,2011-05-12 02:00,0,皇家社会,12,2-1,1-0,0,萨拉戈萨,14,平/半,平/半,2.5/3,1
36,2011-05-12 03:00,0,西班牙人,8,2-2,1-2,0,巴伦西亚,3,平手,平手,2.5/3,1
36,2011-05-12 03:00,0,赫库斯,19,2-2,2-0,0,马洛卡,11,平/半,平/半,2.5,1
36,2011-05-12 04:00,0,奥萨苏纳,16,3-2,0-2,1,塞维利亚,6,平手,平手,2.5,1
37,2011-05-16 03:00,0,比利亚雷亚尔,4,1-3,0-2,0,皇家马德里,2,平/半,平/半,3,1/1.5
37,2011-05-16 03:00,0,赫塔菲,17,2-0,0-0,0,奥萨苏纳,11,平/半,平/半,2.5,1
37,2011-05-16 03:00,0,巴塞罗那,1,0-0,0-0,0,拉科鲁尼亚,16,平/半,平/半,3,1/1.5
37,2011-05-16 03:00,0,阿尔梅里亚,20,3-1,3-1,0,马洛卡,13,平手,平手,2.5,1
37,2011-05-16 03:00,0,萨拉戈萨,18,1-0,0-0,0,西班牙人,8,平/半,平/半,2.5,1
37,2011-05-16 03:00,0,毕尔巴鄂竞技,5,1-1,0-1,1,马拉加,10,平/半,平/半,2.5/3,1/1.5
37,2011-05-16 03:00,0,塞维利亚,7,3-1,0-0,0,皇家社会,14,平/半,平/半,2.5/3,1/1.5
37,2011-05-16 03:00,0,巴伦西亚,3,0-0,0-0,1,莱万特,12,平/半,平/半,2.5/3,1/1.5
37,2011-05-16 03:00,0,希洪竞技,15,2-1,1-1,0,桑坦德竞技,9,半球,半球,2.5/3,1
37,2011-05-16 03:00,0,马德里竞技,6,2-1,1-0,0,赫库斯,19,半/一,半/一,3,1/1.5
38,2011-05-21 23:59,0,马拉加,10,1-3,1-1,0,巴塞罗那,1,平/半,平/半,2.5/3,1
38,2011-05-22 02:00,0,赫库斯,19,0-0,0-0,0,希洪竞技,9,平手,平手,2.5,1
38,2011-05-22 02:00,0,皇家马德里,2,8-1,2-1,0,阿尔梅里亚,20,一球,一球,3.5/4,1.5/2
38,2011-05-22 04:00,0,莱万特,12,1-2,0-1,0,萨拉戈萨,18,平/半,平/半,2.5,1
38,2011-05-22 04:00,0,马洛卡,14,3-4,0-2,0,马德里竞技,5,平手,平手,2.5/3,1
38,2011-05-22 04:00,0,西班牙人,8,2-3,0-2,0,塞维利亚,7,平手,平手,2.5/3,1/1.5
38,2011-05-22 04:00,0,皇家社会,15,1-1,0-1,0,赫塔菲,16,平手,平手,2.5/3,1
38,2011-05-22 04:00,0,拉科鲁尼亚,17,0-2,0-1,0,巴伦西亚,3,平/半,平/半,2.5,1
38,2011-05-22 04:00,1,桑坦德竞技,11,1-2,0-2,0,毕尔巴鄂竞技,6,平手,平手,2.5/3,1/1.5
38,2011-05-22 04:00,0,奥萨苏纳,13,1-0,1-0,0,比利亚雷亚尔,4,平/半,平/半,2.5,1
轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,主队红牌,主队名称,主队名次,全场让球,半场让球,全场大小,半场大小
1,2014-08-24 01:00,2,马拉加,11,1-0,1-0,0,毕尔巴鄂竞技,4,平手,平手,2.5,1
1,2014-08-24 03:00,0,格拉那达,15,2-1,0-1,0,拉科鲁尼亚,西乙2,平/半,平/半,2/2.5,0.5/1
1,2014-08-24 03:00,0,塞维利亚,5,1-1,1-0,1,巴伦西亚,9,平/半,平/半,2.5,1
1,2014-08-24 05:00,0,阿尔梅里亚,17,1-1,0-0,1,西班牙人,14,平手,平手,2/2.5,0.5/1
1,2014-08-25 01:00,0,埃瓦尔,西乙1,1-0,1-0,0,皇家社会,6,平/半,平/半,2.5,1
1,2014-08-25 03:00,1,巴塞罗那,3,3-0,1-0,0,艾尔切,16,一球,一球,3.5,1.5
1,2014-08-25 03:00,0,塞尔塔,8,3-1,1-0,0,赫塔菲,13,平/半,平/半,2.5,1
1,2014-08-25 05:00,0,莱万特,10,0-2,0-0,0,比利亚雷亚尔,7,平手,平手,2.5,1
1,2014-08-26 02:00,0,皇家马德里,2,2-0,1-0,0,科尔多瓦,西乙7,一/球半,一/球半,3.5/4,1.5/2
1,2014-08-26 04:00,0,巴列卡诺,12,0-0,0-0,0,马德里竞技,1,平/半,平/半,2.5/3,1
2,2014-08-30 02:00,0,赫塔菲,17,1-0,1-0,0,阿尔梅里亚,8,平/半,平/半,2/2.5,0.5/1
2,2014-08-30 04:00,0,巴伦西亚,11,3-0,2-0,1,马拉加,7,平/半,平/半,2.5/3,1
2,2014-08-31 01:00,0,科尔多瓦,18,1-1,0-0,0,塞尔塔,3,平手,平手,2/2.5,0.5/1
2,2014-08-31 01:00,0,毕尔巴鄂竞技,16,3-0,1-0,0,莱万特,19,半球,半球,2.5,1
2,2014-08-31 03:00,0,马德里竞技,12,2-1,2-1,0,埃瓦尔,7,半/一,半/一,2.5/3,1/1.5
2,2014-08-31 05:00,0,西班牙人,10,1-2,0-1,0,塞维利亚,11,平手,平手,2.5,1
2,2014-09-01 01:00,0,比利亚雷亚尔,8,0-1,0-0,0,巴塞罗那,5,平/半,平/半,3/3.5,1/1.5
2,2014-09-01 03:00,0,拉科鲁尼亚,17,2-2,1-1,0,巴列卡诺,13,平/半,平/半,2/2.5,0.5/1
2,2014-09-01 03:00,0,皇家社会,18,4-2,2-2,0,皇家马德里,7,半球,半球,3/3.5,1/1.5
2,2014-09-01 05:00,0,艾尔切,19,1-1,0-0,0,格拉那达,9,平手,平手,2/2.5,0.5/1
3,2014-09-13 03:00,0,阿尔梅里亚,17,1-1,1-1,0,科尔多瓦,18,平/半,平/半,2/2.5,0.5/1
3,2014-09-13 22:00,0,巴塞罗那,1,2-0,0-0,0,毕尔巴鄂竞技,7,半/一,半/一,3.5,1.5
3,2014-09-13 23:59,0,马拉加,13,0-0,0-0,0,莱万特,20,平/半,平/半,2/2.5,0.5/1
3,2014-09-14 02:00,0,皇家马德里,10,1-2,1-1,0,马德里竞技,6,平/半,平/半,2.5/3,1
3,2014-09-14 04:00,0,塞尔塔,3,2-2,1-0,0,皇家社会,8,平/半,平/半,2/2.5,1
3,2014-09-14 18:00,0,巴列卡诺,14,2-3,1-1,0,艾尔切,19,平/半,平/半,2/2.5,1
3,2014-09-14 23:00,0,巴伦西亚,4,3-1,1-0,0,西班牙人,18,平/半,平/半,2.5,1
3,2014-09-15 01:00,0,塞维利亚,7,2-0,1-0,0,赫塔菲,13,半球,半球,2.5/3,1
3,2014-09-15 03:00,0,格拉那达,6,0-0,0-0,0,比利亚雷亚尔,9,平/半,平/半,2/2.5,0.5/1
3,2014-09-16 02:45,0,埃瓦尔,12,0-1,0-1,0,拉科鲁尼亚,18,平/半,平/半,2/2.5,0.5/1
4,2014-09-20 03:00,0,艾尔切,10,0-2,0-2,0,埃瓦尔,14,平/半,平/半,2/2.5,0.5/1
4,2014-09-20 22:00,0,拉科鲁尼亚,10,2-8,0-3,0,皇家马德里,14,半/一,半/一,3.5,1.5
4,2014-09-20 23:59,0,毕尔巴鄂竞技,13,0-1,0-1,0,格拉那达,7,半球,半球,2.5/3,1
4,2014-09-21 02:00,0,马德里竞技,4,2-2,2-1,0,塞尔塔,6,半球,半球,2.5,1
4,2014-09-21 04:00,0,西班牙人,19,2-2,1-0,0,马拉加,11,平/半,平/半,2/2.5,0.5/1
4,2014-09-21 18:00,0,皇家社会,10,1-2,0-1,1,阿尔梅里亚,17,半球,半球,2.5,1
4,2014-09-21 23:00,0,比利亚雷亚尔,11,4-2,1-2,0,巴列卡诺,16,半球,半球,2.5/3,1
4,2014-09-22 01:00,0,科尔多瓦,18,1-3,0-1,0,塞维利亚,5,平/半,平/半,2.5,1
4,2014-09-22 03:00,1,莱万特,20,0-5,0-2,0,巴塞罗那,1,半/一,半/一,3.5,1.5
4,2014-09-23 02:45,0,赫塔菲,16,0-3,0-2,1,巴伦西亚,5,平手,平手,2.5,1
5,2014-09-24 02:00,0,皇家马德里,7,5-1,3-1,0,艾尔切,13,一球,一球,3.5/4,1.5
5,2014-09-24 04:00,0,塞尔塔,8,2-1,1-0,0,拉科鲁尼亚,14,平/半,平/半,2/2.5,1
5,2014-09-25 02:00,0,巴列卡诺,17,2-1,1-1,0,毕尔巴鄂竞技,15,平/半,平/半,2.5,1
5,2014-09-25 02:00,0,埃瓦尔,9,1-1,1-0,0,比利亚雷亚尔,8,平手,平手,2,0.5/1
5,2014-09-25 02:00,0,阿尔梅里亚,10,0-1,0-0,0,马德里竞技,6,半球,半球,2.5,1
5,2014-09-25 04:00,0,塞维利亚,3,1-0,1-0,0,皇家社会,12,平/半,平/半,2.5/3,1
5,2014-09-25 04:00,0,马拉加,11,0-0,0-0,0,巴塞罗那,1,半球,半球,3,1/1.5
5,2014-09-25 04:00,0,格拉那达,7,0-1,0-0,0,莱万特,20,平/半,平/半,2/2.5,0.5/1
5,2014-09-26 02:00,0,西班牙人,19,2-0,0-0,0,赫塔菲,18,平/半,平/半,2/2.5,0.5/1
5,2014-09-26 04:00,0,巴伦西亚,4,3-0,2-0,0,科尔多瓦,20,半球,半球,2.5/3,1
6,2014-09-27 03:00,0,艾尔切,16,0-1,0-0,0,塞尔塔,6,平手,平手,2/2.5,0.5/1
6,2014-09-27 22:00,0,比利亚雷亚尔,7,0-2,0-2,0,皇家马德里,6,平/半,平/半,3,1/1.5
6,2014-09-27 23:59,0,巴塞罗那,2,6-0,3-0,0,格拉那达,8,一/球半,一/球半,3.5,1.5
6,2014-09-28 02:00,0,马德里竞技,5,4-0,2-0,0,塞维利亚,3,平/半,平/半,2.5,1
6,2014-09-28 04:00,0,莱万特,17,0-2,0-2,0,巴列卡诺,13,平手,平手,2/2.5,1
6,2014-09-28 04:00,0,毕尔巴鄂竞技,18,0-0,0-0,0,埃瓦尔,9,平/半,平/半,2/2.5,0.5/1
6,2014-09-28 18:00,0,赫塔菲,19,1-0,1-0,1,马拉加,11,平手,平手,2/2.5,0.5/1
6,2014-09-28 23:00,0,拉科鲁尼亚,16,0-1,0-0,0,阿尔梅里亚,13,平/半,平/半,2/2.5,0.5/1
6,2014-09-29 01:00,0,皇家社会,14,1-1,1-1,0,巴伦西亚,3,平手,平手,2.5,1
6,2014-09-29 03:00,0,科尔多瓦,20,0-0,0-0,0,西班牙人,12,平手,平手,2/2.5,0.5/1
7,2014-10-04 03:00,0,赫塔菲,14,1-1,0-0,0,科尔多瓦,20,平/半,平/半,2/2.5,0.5/1
7,2014-10-04 22:00,0,巴伦西亚,2,3-1,3-1,1,马德里竞技,3,平手,平手,2/2.5,0.5/1
7,2014-10-04 23:59,2,巴列卡诺,9,0-2,0-2,0,巴塞罗那,1,半/一,半/一,3/3.5,1/1.5
7,2014-10-05 02:00,0,埃瓦尔,8,3-3,0-2,0,莱万特,20,平/半,平/半,2,0.5/1
7,2014-10-05 04:00,0,阿尔梅里亚,10,2-2,1-1,1,艾尔切,19,平/半,平/半,2/2.5,0.5/1
7,2014-10-05 04:00,1,马拉加,14,2-1,0-1,0,格拉那达,11,平/半,平/半,2/2.5,0.5/1
7,2014-10-05 18:00,0,塞维利亚,4,4-1,2-1,0,拉科鲁尼亚,20,半球,半球,2.5/3,1
7,2014-10-05 23:00,1,塞尔塔,6,1-3,1-2,0,比利亚雷亚尔,10,平手,平手,2/2.5,1
7,2014-10-06 01:00,0,西班牙人,14,2-0,1-0,0,皇家社会,15,平手,平手,2/2.5,1
7,2014-10-06 03:00,0,皇家马德里,5,5-0,2-0,0,毕尔巴鄂竞技,18,半/一,半/一,3.5,1.5
8,2014-10-18 03:00,0,格拉那达,13,0-1,0-0,0,巴列卡诺,12,平/半,平/半,2.5,1
8,2014-10-18 22:00,0,莱万特,17,0-5,0-2,0,皇家马德里,4,半/一,半/一,3.5,1.5
8,2014-10-18 23:59,0,毕尔巴鄂竞技,18,1-1,1-0,0,塞尔塔,6,平/半,平/半,2.5,1
8,2014-10-19 02:00,0,巴塞罗那,1,3-0,0-0,0,埃瓦尔,9,一/球半,一/球半,3.5/4,1.5
8,2014-10-19 04:00,0,科尔多瓦,19,1-2,0-2,0,马拉加,11,平手,平手,2/2.5,0.5/1
8,2014-10-19 18:00,0,马德里竞技,5,2-0,1-0,0,西班牙人,8,半球,半球,2.5/3,1
8,2014-10-19 23:00,0,拉科鲁尼亚,20,3-0,2-0,0,巴伦西亚,2,平/半,平/半,2.5,1
8,2014-10-20 01:00,0,艾尔切,16,0-2,0-0,0,塞维利亚,3,平/半,平/半,2.5,1
8,2014-10-20 03:00,0,比利亚雷亚尔,7,2-0,1-0,0,阿尔梅里亚,10,半球,半球,2.5,1
8,2014-10-21 02:45,0,皇家社会,16,1-2,0-0,0,赫塔菲,14,平/半,平/半,2.5,1
9,2014-10-25 03:00,0,塞尔塔,7,3-0,1-0,0,莱万特,19,半球,半球,2.5,1
9,2014-10-25 22:00,0,阿尔梅里亚,13,0-1,0-0,0,毕尔巴鄂竞技,17,平手,平手,2.5,1
9,2014-10-25 23:59,0,皇家马德里,3,3-1,1-1,0,巴塞罗那,1,平手,平手,3/3.5,1/1.5
9,2014-10-26 02:00,0,巴伦西亚,4,3-1,2-0,0,艾尔切,18,半球,半球,2.5/3,1/1.5
9,2014-10-26 04:00,0,科尔多瓦,20,1-1,0-1,0,皇家社会,16,平手,平手,2/2.5,0.5/1
9,2014-10-26 04:00,0,埃瓦尔,12,1-1,1-1,0,格拉那达,14,平手,平手,2,0.5/1
9,2014-10-26 19:00,0,马拉加,8,4-0,3-0,0,巴列卡诺,9,平/半,平/半,2.5,1
9,2014-10-26 23:59,0,西班牙人,12,0-0,0-0,0,拉科鲁尼亚,16,平/半,平/半,2/2.5,1
9,2014-10-27 02:00,0,塞维利亚,4,2-1,0-0,0,比利亚雷亚尔,7,平/半,平/半,2.5,1
9,2014-10-27 04:00,1,赫塔菲,11,0-1,0-1,0,马德里竞技,5,平/半,平/半,2.5,1
10,2014-11-01 03:45,0,拉科鲁尼亚,16,1-2,0-1,0,赫塔菲,12,平/半,平/半,2/2.5,0.5/1
10,2014-11-01 23:00,0,格拉那达,14,0-4,0-2,0,皇家马德里,3,半/一,半/一,3/3.5,1.5
10,2014-11-02 01:00,0,马德里竞技,5,4-2,1-0,0,科尔多瓦,18,半/一,半/一,3,1/1.5
10,2014-11-02 03:00,0,巴塞罗那,1,0-1,0-0,0,塞尔塔,6,一球,一球,3.5/4,1.5
10,2014-11-02 05:00,0,皇家社会,17,0-1,0-0,0,马拉加,7,平/半,平/半,2.5,1
10,2014-11-02 19:00,0,毕尔巴鄂竞技,15,1-0,1-0,0,塞维利亚,4,平手,平手,2.5,1
10,2014-11-02 23:59,0,比利亚雷亚尔,8,1-3,0-1,0,巴伦西亚,5,平/半,平/半,2.5,1
10,2014-11-03 02:00,0,莱万特,20,2-1,1-0,0,阿尔梅里亚,13,平手,平手,2/2.5,0.5/1
10,2014-11-03 04:00,2,艾尔切,19,2-1,1-0,0,西班牙人,11,平手,平手,2/2.5,0.5/1
10,2014-11-04 03:45,0,巴列卡诺,10,2-3,0-1,0,埃瓦尔,13,平/半,平/半,2/2.5,0.5/1
11,2014-11-08 03:45,0,科尔多瓦,20,0-0,0-0,1,拉科鲁尼亚,16,平手,平手,2/2.5,0.5/1
11,2014-11-08 23:00,0,阿尔梅里亚,14,1-2,1-0,0,巴塞罗那,4,一球,一球,3.5,1.5
11,2014-11-09 01:00,0,赫塔菲,10,0-0,0-0,0,艾尔切,17,平/半,平/半,2,0.5/1
11,2014-11-09 03:00,0,皇家马德里,1,5-1,2-1,0,巴列卡诺,12,一/球半,一/球半,4,1.5/2
11,2014-11-09 05:00,0,马拉加,7,2-1,0-1,1,埃瓦尔,9,平/半,平/半,2/2.5,0.5/1
11,2014-11-09 05:00,0,塞尔塔,6,0-0,0-0,0,格拉那达,16,平/半,平/半,2.5,1
11,2014-11-09 19:00,0,塞维利亚,5,1-1,1-0,0,莱万特,18,半/一,半/一,2.5/3,1/1.5
11,2014-11-09 23:59,0,西班牙人,13,1-1,0-1,0,比利亚雷亚尔,8,平手,平手,2/2.5,1
11,2014-11-10 02:00,0,巴伦西亚,3,0-0,0-0,0,毕尔巴鄂竞技,11,平/半,平/半,2.5/3,1
11,2014-11-10 04:00,0,皇家社会,19,2-1,1-1,1,马德里竞技,4,平/半,平/半,2/2.5,0.5/1
12,2014-11-22 03:45,0,毕尔巴鄂竞技,11,3-1,2-0,0,西班牙人,12,平/半,平/半,2/2.5,1
12,2014-11-22 23:00,1,马德里竞技,4,3-1,2-0,1,马拉加,6,半球,半球,2.5,1
12,2014-11-23 01:00,0,埃瓦尔,11,0-4,0-2,0,皇家马德里,1,半/一,半/一,3.5,1.5
12,2014-11-23 03:00,0,巴塞罗那,2,5-1,1-0,0,塞维利亚,5,半/一,半/一,3.5,1.5
12,2014-11-23 05:00,0,拉科鲁尼亚,17,0-0,0-0,0,皇家社会,15,平手,平手,2/2.5,0.5/1
12,2014-11-23 19:00,0,巴列卡诺,13,1-0,1-0,0,塞尔塔,7,平手,平手,2.5,1
12,2014-11-23 23:59,0,莱万特,19,2-1,0-0,0,巴伦西亚,4,平/半,平/半,2.5,1
12,2014-11-24 02:00,0,艾尔切,18,2-2,0-1,0,科尔多瓦,20,平/半,平/半,2/2.5,0.5/1
12,2014-11-24 04:00,0,比利亚雷亚尔,8,2-1,2-0,0,赫塔菲,10,半球,半球,2.5/3,1/1.5
12,2014-11-25 03:45,0,格拉那达,17,0-0,0-0,1,阿尔梅里亚,19,平/半,平/半,2/2.5,0.5/1
13,2014-11-29 03:45,0,皇家社会,16,3-0,2-0,0,艾尔切,19,平/半,平/半,2.5,1
13,2014-11-29 23:00,0,赫塔菲,10,1-2,0-1,0,毕尔巴鄂竞技,9,平手,平手,2/2.5,0.5/1
