轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,主队红牌,主队名称,主队名次,全场让球,半场让球,全场大小,半场大小
28,2016-03-06 23:00,0,埃瓦尔,8,0-4,0-2,0,巴塞罗那,1,一球,一球,3.5,1.5
28,2016-03-07 01:15,0,希洪竞技,19,0-2,0-1,1,毕尔巴鄂竞技,7,平手,平手,2/2.5,1
28,2016-03-07 01:15,0,皇家社会,10,1-1,1-1,0,莱万特,20,平/半,平/半,2.5,1
28,2016-03-07 03:30,1,巴伦西亚,9,1-3,1-1,0,马德里竞技,2,平/半,平/半,2,0.5/1
28,2016-03-08 03:30,1,西班牙人,15,2-1,1-0,0,巴列卡诺,17,平/半,平/半,2.5,1
29,2016-03-12 03:30,0,马拉加,12,1-0,1-0,0,希洪竞技,19,平/半,平/半,2/2.5,1
29,2016-03-12 23:00,0,巴塞罗那,1,6-0,4-0,0,赫塔菲,16,球半,球半,4/4.5,2
29,2016-03-13 01:15,0,塞尔塔,7,1-0,1-0,0,皇家社会,9,平/半,平/半,2.5,1
29,2016-03-13 03:30,0,马德里竞技,2,3-0,1-0,0,拉科鲁尼亚,13,半/一,半/一,2.5,1
29,2016-03-13 05:05,0,巴列卡诺,17,1-1,1-1,1,埃瓦尔,8,平/半,平/半,2.5,1
29,2016-03-13 19:00,0,莱万特,20,1-0,0-0,0,巴伦西亚,11,平手,平手,2/2.5,1
29,2016-03-13 23:00,1,塞维利亚,5,4-2,1-2,0,比利亚雷亚尔,4,平/半,平/半,2.5,1
29,2016-03-14 01:15,0,毕尔巴鄂竞技,7,3-1,2-0,0,皇家贝蒂斯,12,半球,半球,2.5,1
29,2016-03-14 03:30,0,拉斯帕尔马斯,15,1-2,0-1,1,皇家马德里,3,半球,半球,3/3.5,1/1.5
29,2016-03-15 03:30,1,格拉那达,18,1-1,1-0,0,西班牙人,14,平手,平手,2/2.5,1
30,2016-03-19 03:30,0,赫塔菲,18,1-1,1-0,0,埃瓦尔,8,平手,平手,2/2.5,0.5/1
30,2016-03-19 23:00,0,希洪竞技,19,2-1,0-1,0,马德里竞技,2,半球,半球,2/2.5,0.5/1
30,2016-03-20 01:15,1,格拉那达,18,2-2,1-1,0,巴列卡诺,17,平手,平手,2.5,1
30,2016-03-20 01:15,0,皇家社会,10,0-1,0-1,0,拉斯帕尔马斯,15,平/半,平/半,2.5,1
30,2016-03-20 03:30,0,拉科鲁尼亚,13,2-1,1-0,0,莱万特,20,平/半,平/半,2/2.5,1
30,2016-03-20 05:05,0,皇家贝蒂斯,12,0-1,0-0,0,马拉加,9,平手,平手,2/2.5,0.5/1
30,2016-03-20 19:00,0,西班牙人,15,2-1,0-1,0,毕尔巴鄂竞技,6,平/半,平/半,2/2.5,1
30,2016-03-20 23:00,0,比利亚雷亚尔,4,2-2,0-2,0,巴塞罗那,1,半/一,半/一,3,1/1.5
30,2016-03-21 01:15,0,巴伦西亚,12,0-2,0-0,0,塞尔塔,7,平手,平手,2.5,1
30,2016-03-21 03:30,0,皇家马德里,3,4-0,1-0,0,塞维利亚,5,半/一,半/一,3.5/4,1.5
31,2016-04-02 02:30,1,巴列卡诺,16,2-0,1-0,0,赫塔菲,18,平/半,平/半,2.5/3,1
31,2016-04-02 22:00,0,马德里竞技,2,5-1,2-0,0,皇家贝蒂斯,14,半/一,半/一,2.5,1
31,2016-04-03 00:15,0,拉斯帕尔马斯,15,2-1,0-1,0,巴伦西亚,13,平手,平手,2/2.5,1
31,2016-04-03 02:30,0,巴塞罗那,1,1-2,0-0,1,皇家马德里,3,半球,半球,3/3.5,1/1.5
31,2016-04-03 04:05,0,塞尔塔,6,1-1,1-1,1,拉科鲁尼亚,10,平/半,平/半,2.5,1
31,2016-04-03 18:00,0,毕尔巴鄂竞技,7,1-1,1-0,0,格拉那达,17,半球,半球,2.5,1
31,2016-04-03 22:00,0,马拉加,8,1-1,1-1,0,西班牙人,13,平/半,平/半,2/2.5,1
31,2016-04-04 00:15,0,埃瓦尔,9,1-2,1-1,0,比利亚雷亚尔,4,平手,平手,2/2.5,0.5/1
31,2016-04-04 02:30,0,塞维利亚,6,1-2,0-2,1,皇家社会,12,平/半,平/半,2.5/3,1/1.5
31,2016-04-05 02:30,1,莱万特,20,0-0,0-0,0,希洪竞技,19,平/半,平/半,2.5,1
32,2016-04-09 02:30,0,格拉那达,17,0-0,0-0,0,马拉加,8,平手,平手,2/2.5,0.5/1
32,2016-04-09 22:00,0,皇家马德里,3,4-0,4-0,0,埃瓦尔,9,一球,一球,3.5/4,1.5/2
32,2016-04-10 00:15,0,西班牙人,13,1-3,1-1,0,马德里竞技,2,平/半,平/半,2/2.5,0.5/1
32,2016-04-10 02:30,0,皇家社会,10,1-0,1-0,0,巴塞罗那,1,半球,半球,3/3.5,1/1.5
32,2016-04-10 04:05,0,皇家贝蒂斯,15,1-0,0-0,0,莱万特,20,平/半,平/半,2/2.5,1
32,2016-04-10 18:00,0,希洪竞技,18,0-1,0-0,0,塞尔塔,5,平手,平手,2.5,1
32,2016-04-10 22:00,0,巴伦西亚,15,2-1,1-0,0,塞维利亚,7,平手,平手,2.5,1
32,2016-04-11 00:15,0,比利亚雷亚尔,4,2-0,1-0,0,赫塔菲,19,半球,半球,2.5,1
32,2016-04-11 02:30,0,毕尔巴鄂竞技,6,1-0,0-0,0,巴列卡诺,16,半球,半球,2.5/3,1
32,2016-04-12 02:30,0,拉科鲁尼亚,12,1-3,0-0,0,拉斯帕尔马斯,14,平/半,平/半,2/2.5,1
33,2016-04-16 02:30,0,莱万特,20,2-1,1-1,0,西班牙人,15,平/半,平/半,2/2.5,1
33,2016-04-16 22:00,0,赫塔菲,20,1-5,0-2,0,皇家马德里,3,半球,半球,3/3.5,1.5
33,2016-04-17 00:15,0,拉斯帕尔马斯,10,1-1,1-0,0,希洪竞技,18,平/半,平/半,2/2.5,1
33,2016-04-17 02:30,0,埃瓦尔,11,2-1,1-1,0,皇家社会,9,平手,平手,2/2.5,1
33,2016-04-17 04:05,0,塞尔塔,5,1-1,0-1,0,皇家贝蒂斯,14,平/半,平/半,2.5,1
33,2016-04-17 18:00,0,马拉加,8,0-1,0-0,0,毕尔巴鄂竞技,6,平手,平手,2/2.5,0.5/1
33,2016-04-17 22:00,0,塞维利亚,7,1-1,1-0,0,拉科鲁尼亚,14,平/半,平/半,2.5/3,1/1.5
33,2016-04-18 00:15,0,巴列卡诺,16,2-1,1-1,0,比利亚雷亚尔,4,平手,平手,2.5,1
33,2016-04-18 00:15,0,马德里竞技,3,3-0,1-0,0,格拉那达,17,半/一,半/一,2.5,1
33,2016-04-18 02:30,0,巴塞罗那,1,1-2,0-2,0,巴伦西亚,13,一球,一球,3.5/4,1.5
34,2016-04-20 02:00,0,西班牙人,15,1-1,1-1,0,塞尔塔,6,平手,平手,2.5,1
34,2016-04-20 03:00,0,皇家贝蒂斯,14,1-0,0-0,1,拉斯帕尔马斯,12,平/半,平/半,2.5,1
34,2016-04-21 02:00,0,拉科鲁尼亚,14,0-8,0-2,0,巴塞罗那,1,半/一,半/一,3/3.5,1/1.5
34,2016-04-21 02:45,0,马拉加,8,1-1,0-0,0,巴列卡诺,16,平/半,平/半,2.5,1
34,2016-04-21 02:45,0,毕尔巴鄂竞技,5,0-1,0-1,0,马德里竞技,2,平手,平手,2/2.5,0.5/1
34,2016-04-21 02:45,0,巴伦西亚,12,4-0,3-0,0,埃瓦尔,10,平/半,平/半,2.5,1
34,2016-04-21 02:45,0,希洪竞技,18,2-1,1-1,0,塞维利亚,7,平/半,平/半,2.5,1
34,2016-04-21 04:00,0,皇家马德里,3,3-0,1-0,0,比利亚雷亚尔,4,半/一,半/一,3.5/4,1.5
34,2016-04-22 02:30,0,皇家社会,10,1-2,1-1,0,赫塔菲,20,平/半,平/半,2.5,1
34,2016-04-22 03:00,0,格拉那达,18,5-1,3-0,1,莱万特,19,平/半,平/半,2/2.5,1
35,2016-04-23 03:00,0,拉斯帕尔马斯,13,4-0,1-0,0,西班牙人,15,平手,平手,2/2.5,1
35,2016-04-23 22:00,0,巴列卡诺,16,2-3,2-1,0,皇家马德里,3,半/一,半/一,3.5/4,1.5/2
35,2016-04-24 00:15,0,马德里竞技,2,1-0,0-0,0,马拉加,10,半球,半球,2.5,1
35,2016-04-24 02:30,0,巴塞罗那,1,6-0,1-0,1,希洪竞技,18,球半,球半,4,1.5/2
35,2016-04-24 04:05,0,埃瓦尔,12,1-1,1-0,0,拉科鲁尼亚,14,平手,平手,2/2.5,1
35,2016-04-24 18:00,0,莱万特,20,2-2,1-0,0,毕尔巴鄂竞技,5,平/半,平/半,2.5,1
35,2016-04-24 22:00,0,塞维利亚,7,2-0,0-0,0,皇家贝蒂斯,13,半球,半球,3,1/1.5
35,2016-04-25 00:15,0,赫塔菲,19,2-2,0-0,0,巴伦西亚,8,平手,平手,2.5,1
35,2016-04-25 02:30,0,比利亚雷亚尔,4,0-0,0-0,0,皇家社会,12,平/半,平/半,2.5,1
35,2016-04-26 02:30,0,塞尔塔,6,2-1,1-0,0,格拉那达,17,半球,半球,2.5/3,1/1.5
36,2016-04-30 02:30,0,希洪竞技,18,2-0,1-0,0,埃瓦尔,12,平/半,平/半,2.5,1
36,2016-04-30 22:00,0,皇家社会,11,0-1,0-0,0,皇家马德里,3,半球,半球,3/3.5,1/1.5
36,2016-05-01 00:15,0,马德里竞技,2,1-0,0-0,0,巴列卡诺,16,半/一,半/一,2.5/3,1/1.5
36,2016-05-01 02:30,1,皇家贝蒂斯,13,0-2,0-0,0,巴塞罗那,1,一球,一球,3.5/4,1.5/2
36,2016-05-01 04:05,0,格拉那达,18,3-2,2-2,0,拉斯帕尔马斯,9,平/半,平/半,2/2.5,1
36,2016-05-01 18:00,0,毕尔巴鄂竞技,6,2-1,1-1,1,塞尔塔,5,平/半,平/半,2.5,1
36,2016-05-01 22:00,0,西班牙人,15,1-0,0-0,0,塞维利亚,7,平手,平手,2.5,1
36,2016-05-02 00:15,1,拉科鲁尼亚,14,0-2,0-1,0,赫塔菲,19,平/半,平/半,2.5,1
36,2016-05-02 02:30,0,巴伦西亚,8,0-2,0-2,0,比利亚雷亚尔,4,平/半,平/半,2.5/3,1
36,2016-05-03 02:30,0,马拉加,10,3-1,1-1,0,莱万特,20,平/半,平/半,2/2.5,1
37,2016-05-08 23:00,0,赫塔菲,19,1-1,0-0,1,希洪竞技,18,平手,平手,2.5,1
37,2016-05-08 23:00,0,莱万特,20,2-1,1-1,0,马德里竞技,2,半球,半球,2.5,1
37,2016-05-08 23:00,0,巴塞罗那,1,5-0,1-0,0,西班牙人,14,球半,球半,4.5,2
37,2016-05-08 23:00,0,皇家马德里,3,3-2,2-0,1,巴伦西亚,9,一球,一球,4,1.5/2
37,2016-05-08 23:00,0,塞尔塔,6,1-0,1-0,0,马拉加,8,半球,半球,2.5/3,1/1.5
37,2016-05-08 23:00,0,塞维利亚,7,1-4,0-1,0,格拉那达,16,平手,平手,3,1/1.5
37,2016-05-08 23:00,0,埃瓦尔,12,1-1,0-1,0,皇家贝蒂斯,13,平手,平手,2.5,1
37,2016-05-08 23:00,0,拉斯帕尔马斯,10,0-0,0-0,0,毕尔巴鄂竞技,5,平/半,平/半,2.5/3,1/1.5
37,2016-05-08 23:00,1,皇家社会,11,2-1,1-0,0,巴列卡诺,17,平/半,平/半,3,1/1.5
37,2016-05-08 23:00,0,比利亚雷亚尔,4,0-2,0-1,0,拉科鲁尼亚,15,平手,平手,2.5,1
38,2016-05-14 02:30,0,巴伦西亚,11,0-1,0-0,0,皇家社会,9,平/半,平/半,3,1/1.5
38,2016-05-14 23:00,0,格拉那达,16,0-3,0-2,0,巴塞罗那,1,一/球半,一/球半,4,1.5/2
38,2016-05-14 23:00,0,拉科鲁尼亚,13,0-2,0-2,0,皇家马德里,2,一球,一球,3.5/4,1.5/2
38,2016-05-15 01:30,0,马德里竞技,3,2-0,0-0,0,塞尔塔,5,平/半,平/半,2.5,1
38,2016-05-15 01:30,1,毕尔巴鄂竞技,6,3-1,2-0,1,塞维利亚,7,半球,半球,3,1/1.5
38,2016-05-15 18:00,0,马拉加,9,4-1,2-1,0,拉斯帕尔马斯,10,平/半,平/半,2.5,1
38,2016-05-16 01:00,0,西班牙人,15,4-2,2-0,0,埃瓦尔,12,平/半,平/半,2.5/3,1/1.5
38,2016-05-16 01:30,0,希洪竞技,18,2-0,1-0,0,比利亚雷亚尔,4,半球,半球,2.5/3,1
38,2016-05-16 01:30,0,巴列卡诺,19,3-1,2-0,0,莱万特,20,半/一,半/一,3/3.5,1.5
38,2016-05-16 01:30,0,皇家贝蒂斯,14,2-1,0-0,1,赫塔菲,17,平/半,平/半,2.5/3,1/1.5
轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,主队红牌,主队名称,主队名次,全场让球,半场让球,全场大小,半场大小
1,2016-08-20 02:45,0,马拉加,8,1-1,0-0,0,奥萨苏纳,西乙6,平/半,平/半,2/2.5,1
1,2016-08-20 04:00,0,拉科鲁尼亚,15,2-1,0-0,0,埃瓦尔,14,平/半,平/半,2/2.5,0.5/1
1,2016-08-21 00:15,0,巴塞罗那,1,6-2,3-1,0,皇家贝蒂斯,10,一/球半,一/球半,3.5/4,1.5
1,2016-08-21 02:15,0,格拉那达,16,1-1,0-0,0,比利亚雷亚尔,4,平手,平手,2/2.5,1
1,2016-08-21 04:15,0,塞维利亚,7,6-4,3-3,0,西班牙人,13,平/半,平/半,2.5/3,1/1.5
1,2016-08-22 00:15,0,希洪竞技,17,2-1,0-0,0,毕尔巴鄂竞技,5,平/半,平/半,2.5,1
1,2016-08-22 02:15,0,皇家社会,9,0-3,0-2,0,皇家马德里,2,平/半,平/半,2.5/3,1/1.5
1,2016-08-22 04:15,0,马德里竞技,3,1-1,0-0,0,阿拉维斯,西乙1,半/一,半/一,2.5/3,1/1.5
1,2016-08-23 02:00,0,塞尔塔,6,0-1,0-0,1,雷加利斯,西乙2,平/半,平/半,2.5,1
1,2016-08-23 04:00,0,巴伦西亚,12,2-4,2-3,0,拉斯帕尔马斯,11,平/半,平/半,2.5,1
2,2016-08-27 02:45,0,皇家贝蒂斯,20,0-0,0-0,0,拉科鲁尼亚,5,平手,平手,2/2.5,1
2,2016-08-27 04:00,0,西班牙人,17,2-2,1-0,0,马拉加,13,平手,平手,2/2.5,0.5/1
2,2016-08-28 00:15,0,埃瓦尔,17,1-0,0-0,0,巴伦西亚,19,平手,平手,2/2.5,1
2,2016-08-28 00:15,0,奥萨苏纳,9,0-2,0-1,0,皇家社会,20,平手,平手,2/2.5,0.5/1
2,2016-08-28 02:15,0,皇家马德里,3,2-1,0-0,0,塞尔塔,18,半/一,半/一,3.5,1.5
2,2016-08-28 04:15,0,雷加利斯,7,0-0,0-0,0,马德里竞技,11,平/半,平/半,2/2.5,0.5/1
2,2016-08-29 00:15,0,拉斯帕尔马斯,6,5-1,1-1,0,格拉那达,14,平/半,平/半,2/2.5,1
2,2016-08-29 00:15,0,阿拉维斯,13,0-0,0-0,0,希洪竞技,7,平/半,平/半,2/2.5,0.5/1
2,2016-08-29 02:15,0,毕尔巴鄂竞技,18,0-1,0-1,0,巴塞罗那,4,半球,半球,3,1/1.5
2,2016-08-29 04:15,0,比利亚雷亚尔,12,0-0,0-0,0,塞维利亚,5,平手,平手,2.5,1
3,2016-09-10 02:45,0,皇家社会,9,1-1,0-0,1,西班牙人,14,平/半,平/半,2/2.5,1
3,2016-09-10 19:00,0,塞尔塔,19,0-4,0-0,0,马德里竞技,13,平/半,平/半,2,0.5/1
3,2016-09-10 22:00,0,皇家马德里,3,5-2,3-0,1,奥萨苏纳,15,一/球半,一/球半,4,1.5/2
3,2016-09-11 00:15,0,马拉加,10,0-2,0-2,0,比利亚雷亚尔,12,平手,平手,2,0.5/1
3,2016-09-11 00:15,0,塞维利亚,4,2-1,0-1,1,拉斯帕尔马斯,1,平/半,平/半,3,1/1.5
3,2016-09-11 02:30,0,巴塞罗那,2,1-2,0-1,0,阿拉维斯,11,球半,球半,4,1.5/2
3,2016-09-11 18:00,0,希洪竞技,8,2-1,2-0,0,雷加利斯,10,平手,平手,2,0.5/1
3,2016-09-11 22:00,1,巴伦西亚,19,2-3,0-1,0,皇家贝蒂斯,16,平/半,平/半,2.5,1
3,2016-09-12 00:15,0,格拉那达,15,1-2,0-1,1,埃瓦尔,12,平手,平手,2/2.5,1
3,2016-09-12 02:30,0,拉科鲁尼亚,9,0-1,0-1,0,毕尔巴鄂竞技,18,平手,平手,2/2.5,0.5/1
4,2016-09-17 02:45,1,皇家贝蒂斯,13,2-2,1-2,1,格拉那达,18,平/半,平/半,2/2.5,1
4,2016-09-17 19:00,0,雷加利斯,11,1-5,0-3,0,巴塞罗那,5,一球,一球,3/3.5,1.5
4,2016-09-17 22:15,0,马德里竞技,7,5-0,3-0,0,希洪竞技,3,半/一,半/一,2.5,1
4,2016-09-18 00:30,2,埃瓦尔,6,1-1,0-1,0,塞维利亚,2,平手,平手,2.5,1
4,2016-09-18 02:45,0,拉斯帕尔马斯,4,1-0,1-0,0,马拉加,16,平手,平手,2/2.5,1
4,2016-09-18 18:00,0,奥萨苏纳,17,0-0,0-0,0,塞尔塔,20,平手,平手,2/2.5,0.5/1
4,2016-09-18 22:15,0,毕尔巴鄂竞技,14,2-1,2-1,0,巴伦西亚,19,平/半,平/半,2.5,1
4,2016-09-19 00:30,0,比利亚雷亚尔,8,2-1,2-1,1,皇家社会,12,平/半,平/半,2/2.5,1
4,2016-09-19 02:45,0,西班牙人,15,0-2,0-1,0,皇家马德里,1,半球,半球,3/3.5,1/1.5
4,2016-09-20 02:45,0,阿拉维斯,10,0-0,0-0,0,拉科鲁尼亚,12,平手,平手,2/2.5,0.5/1
5,2016-09-21 02:00,0,马拉加,15,2-1,1-1,0,埃瓦尔,7,平/半,平/半,2/2.5,0.5/1
5,2016-09-21 04:00,0,塞维利亚,5,1-0,0-0,0,皇家贝蒂斯,12,半球,半球,3,1/1.5
5,2016-09-22 02:00,0,皇家马德里,1,1-1,0-1,0,比利亚雷亚尔,6,半/一,半/一,3.5,1.5
5,2016-09-22 02:00,0,塞尔塔,19,2-1,0-0,0,希洪竞技,8,平/半,平/半,2.5,1
5,2016-09-22 04:00,0,巴塞罗那,3,1-1,1-0,0,马德里竞技,5,平/半,平/半,2.5/3,1
5,2016-09-22 04:00,0,格拉那达,17,1-2,1-1,0,毕尔巴鄂竞技,10,平/半,平/半,2.5,1
5,2016-09-22 04:00,0,皇家社会,14,4-1,3-0,1,拉斯帕尔马斯,4,平/半,平/半,2.5,1
5,2016-09-23 02:00,0,奥萨苏纳,18,1-2,0-1,0,西班牙人,17,平手,平手,2/2.5,0.5/1
5,2016-09-23 02:00,0,拉科鲁尼亚,12,1-2,1-0,0,雷加利斯,15,平/半,平/半,2/2.5,0.5/1
5,2016-09-23 04:00,0,巴伦西亚,20,2-1,1-1,0,阿拉维斯,11,平/半,平/半,2.5,1
6,2016-09-24 02:45,0,皇家贝蒂斯,16,1-0,1-0,0,马拉加,14,平手,平手,2/2.5,0.5/1
6,2016-09-24 19:00,0,埃瓦尔,10,2-0,0-0,1,皇家社会,9,平手,平手,2.5,1
6,2016-09-24 22:15,1,希洪竞技,12,0-5,0-2,0,巴塞罗那,3,半/一,半/一,3.5,1.5
6,2016-09-25 00:30,0,毕尔巴鄂竞技,7,3-1,1-0,1,塞维利亚,2,平/半,平/半,2.5,1
6,2016-09-25 02:45,0,拉斯帕尔马斯,5,2-2,1-1,0,皇家马德里,1,半/一,半/一,3/3.5,1.5
6,2016-09-25 18:00,0,雷加利斯,11,1-2,1-1,0,巴伦西亚,18,平手,平手,2/2.5,0.5/1
6,2016-09-25 22:15,0,马德里竞技,7,1-0,0-0,1,拉科鲁尼亚,14,半/一,半/一,2.5/3,1
6,2016-09-26 00:30,0,比利亚雷亚尔,8,3-1,3-1,0,奥萨苏纳,20,半球,半球,2.5,1
6,2016-09-26 02:45,0,西班牙人,15,0-2,0-0,0,塞尔塔,17,平手,平手,2.5,1
6,2016-09-27 02:45,0,阿拉维斯,14,3-1,0-0,0,格拉那达,19,平/半,平/半,2/2.5,0.5/1
7,2016-10-01 02:45,0,皇家社会,11,1-0,0-0,0,皇家贝蒂斯,10,平/半,平/半,2.5,1
7,2016-10-01 19:00,0,格拉那达,19,0-1,0-0,0,雷加利斯,13,平手,平手,2/2.5,1
7,2016-10-01 22:15,0,塞维利亚,6,2-1,0-0,0,阿拉维斯,10,半球,半球,2.5/3,1/1.5
7,2016-10-02 00:30,0,奥萨苏纳,20,2-2,2-0,0,拉斯帕尔马斯,7,平手,平手,2/2.5,1
7,2016-10-02 02:45,0,拉科鲁尼亚,16,2-1,1-0,0,希洪竞技,14,平/半,平/半,2/2.5,1
7,2016-10-02 18:00,0,巴伦西亚,16,0-2,0-0,0,马德里竞技,4,平/半,平/半,2/2.5,1
7,2016-10-02 22:15,0,皇家马德里,1,1-1,1-1,0,埃瓦尔,8,一球,一球,3.5/4,1.5
7,2016-10-03 00:30,1,马拉加,17,2-1,0-1,1,毕尔巴鄂竞技,6,平手,平手,2/2.5,0.5/1
7,2016-10-03 00:30,0,西班牙人,18,0-0,0-0,0,比利亚雷亚尔,5,平手,平手,2/2.5,0.5/1
7,2016-10-03 02:45,0,塞尔塔,14,4-3,3-0,0,巴塞罗那,3,半球,半球,3,1/1.5
8,2016-10-15 02:45,0,拉斯帕尔马斯,7,0-0,0-0,0,西班牙人,17,平/半,平/半,2.5,1
8,2016-10-15 19:00,0,雷加利斯,11,2-3,0-1,0,塞维利亚,3,平/半,平/半,2.5,1
8,2016-10-15 22:15,0,巴塞罗那,4,4-0,3-0,1,拉科鲁尼亚,13,一/球半,一/球半,3.5/4,1.5
8,2016-10-16 00:30,0,马德里竞技,1,7-1,2-1,0,格拉那达,20,半/一,半/一,3,1/1.5
8,2016-10-16 02:45,0,皇家贝蒂斯,15,1-6,0-4,0,皇家马德里,2,半/一,半/一,3/3.5,1.5
8,2016-10-16 18:00,1,阿拉维斯,12,1-1,1-0,1,马拉加,13,平手,平手,2/2.5,0.5/1
8,2016-10-16 22:15,0,毕尔巴鄂竞技,7,3-2,0-1,0,皇家社会,9,平/半,平/半,2.5,1
8,2016-10-17 00:30,0,希洪竞技,17,1-2,1-1,0,巴伦西亚,18,平手,平手,2.5,1
8,2016-10-17 02:45,0,比利亚雷亚尔,5,5-0,3-0,1,塞尔塔,10,平/半,平/半,2.5,1
8,2016-10-18 02:45,0,埃瓦尔,8,2-3,2-2,0,奥萨苏纳,19,平/半,平/半,2/2.5,1
9,2016-10-22 02:45,1,奥萨苏纳,19,1-2,0-1,0,皇家贝蒂斯,16,平手,平手,2/2.5,1
9,2016-10-22 19:00,1,西班牙人,17,3-3,0-3,0,埃瓦尔,8,平/半,平/半,2/2.5,1
9,2016-10-22 22:15,0,巴伦西亚,15,2-3,0-1,0,巴塞罗那,4,半球,半球,3/3.5,1.5
9,2016-10-23 00:30,0,皇家社会,11,3-0,1-0,0,阿拉维斯,10,平/半,平/半,2/2.5,1
9,2016-10-23 02:45,0,格拉那达,20,0-0,0-0,0,希洪竞技,18,平手,平手,2.5,1
9,2016-10-23 18:00,0,塞尔塔,13,4-1,1-1,0,拉科鲁尼亚,17,平/半,平/半,2.5,1
9,2016-10-23 22:15,0,塞维利亚,4,1-0,0-0,1,马德里竞技,2,平/半,平/半,2.5,1
9,2016-10-24 00:30,0,马拉加,14,4-0,2-0,0,雷加利斯,12,平/半,平/半,2/2.5,0.5/1
9,2016-10-24 00:30,0,比利亚雷亚尔,5,2-1,0-1,0,拉斯帕尔马斯,8,平/半,平/半,2.5,1
9,2016-10-24 02:45,0,皇家马德里,3,2-1,1-1,0,毕尔巴鄂竞技,6,半/一,半/一,3.5,1.5
10,2016-10-29 02:45,0,雷加利斯,14,0-2,0-1,0,皇家社会,7,平手,平手,2/2.5,0.5/1
10,2016-10-29 19:00,0,希洪竞技,18,1-1,1-1,0,塞维利亚,2,平/半,平/半,2.5,1
10,2016-10-29 22:15,0,阿拉维斯,13,1-4,1-2,0,皇家马德里,1,半/一,半/一,3/3.5,1/1.5
10,2016-10-30 00:30,1,马德里竞技,5,4-2,3-1,1,马拉加,10,半/一,半/一,2.5,1
10,2016-10-30 02:45,0,巴塞罗那,3,1-0,0-0,0,格拉那达,20,球半,球半,4/4.5,2
10,2016-10-30 19:00,0,埃瓦尔,10,2-1,0-1,0,比利亚雷亚尔,5,平手,平手,2/2.5,0.5/1
10,2016-10-30 23:15,0,毕尔巴鄂竞技,7,1-1,1-1,0,奥萨苏纳,19,半球,半球,2.5/3,1
10,2016-10-31 01:30,0,皇家贝蒂斯,12,0-1,0-0,0,西班牙人,17,平/半,平/半,2.5,1
10,2016-10-31 03:45,0,拉斯帕尔马斯,9,3-3,0-3,1,塞尔塔,8,平手,平手,2.5,1
10,2016-11-01 03:45,0,拉科鲁尼亚,18,1-1,1-0,0,巴伦西亚,15,平手,平手,2.5,1
11,2016-11-05 03:45,0,马拉加,11,3-2,1-1,1,希洪竞技,18,平/半,平/半,2.5,1
11,2016-11-05 20:00,0,格拉那达,20,1-1,0-0,0,拉科鲁尼亚,17,平手,平手,2/2.5,0.5/1
11,2016-11-05 23:15,0,皇家社会,6,2-0,0-0,0,马德里竞技,3,平/半,平/半,2.5,1
11,2016-11-06 01:30,0,奥萨苏纳,19,0-1,0-0,0,阿拉维斯,15,平手,平手,2/2.5,0.5/1
11,2016-11-06 03:45,0,拉斯帕尔马斯,11,1-0,0-0,0,埃瓦尔,8,平/半,平/半,2.5,1
11,2016-11-06 19:00,0,皇家马德里,1,3-0,2-0,0,雷加利斯,17,一/球半,一/球半,4,1.5/2
11,2016-11-06 23:15,0,塞尔塔,11,2-1,1-1,0,巴伦西亚,15,平/半,平/半,2.5/3,1
11,2016-11-06 23:15,0,西班牙人,13,0-0,0-0,0,毕尔巴鄂竞技,8,平/半,平/半,2.5,1
11,2016-11-07 01:30,0,比利亚雷亚尔,5,2-0,1-0,0,皇家贝蒂斯,14,半球,半球,2.5,1
11,2016-11-07 03:45,0,塞维利亚,4,1-2,1-1,0,巴塞罗那,2,平/半,平/半,3/3.5,1/1.5
12,2016-11-19 03:45,0,皇家贝蒂斯,14,2-0,2-0,0,拉斯帕尔马斯,9,平手,平手,2.5,1
12,2016-11-19 20:00,0,拉科鲁尼亚,16,2-3,2-1,0,塞维利亚,5,平/半,平/半,2.5,1
12,2016-11-19 23:15,0,巴塞罗那,2,0-0,0-0,2,马拉加,10,一/球半,一/球半,3.5/4,1.5/2
12,2016-11-20 01:30,0,埃瓦尔,11,1-0,1-0,2,塞尔塔,8,平手,平手,2/2.5,1
12,2016-11-20 03:45,0,马德里竞技,4,0-3,0-1,0,皇家马德里,1,平手,平手,2.5,1
12,2016-11-20 19:00,0,阿拉维斯,13,0-1,0-0,0,西班牙人,14,平手,平手,2/2.5,0.5/1
12,2016-11-20 23:15,0,巴伦西亚,15,1-1,0-1,0,格拉那达,20,半球,半球,3,1/1.5
12,2016-11-21 01:30,0,希洪竞技,18,1-3,1-1,0,皇家社会,6,平手,平手,2/2.5,1
12,2016-11-21 03:45,0,毕尔巴鄂竞技,8,1-0,0-0,0,比利亚雷亚尔,4,平/半,平/半,2/2.5,0.5/1
12,2016-11-22 03:45,0,雷加利斯,17,2-0,1-0,0,奥萨苏纳,19,平/半,平/半,2/2.5,0.5/1
13,2016-11-26 03:45,0,埃瓦尔,8,3-1,2-0,1,皇家贝蒂斯,13,平/半,平/半,2/2.5,1
13,2016-11-26 20:00,0,马拉加,11,4-3,2-1,0,拉科鲁尼亚,17,平/半,平/半,2/2.5,1
13,2016-11-26 23:15,0,皇家马德里,1,2-1,2-1,0,希洪竞技,18,球半,球半,4/4.5,2
