,轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,全场让球,半场让球,全场大小,半场大小,客队红牌,客队名称,客队名次,主队得分,客队得分,主队半场得分,客队半场得分,主队结果,比赛日期
2484,20,2016-01-18 03:30,0,巴塞罗那,2,6-0,2-0,一球,一球,3.5,1.5,1,毕尔巴鄂竞技,8,6,0,2,0,2,20160118
2485,20,2016-01-19 03:30,0,埃瓦尔,7,5-1,2-0,平/半,平/半,2/2.5,0.5/1,0,格拉那达,17,5,1,2,0,2,20160119
2486,21,2016-01-23 03:30,0,希洪竞技,19,5-1,3-1,平手,平手,2/2.5,0.5/1,0,皇家社会,13,5,1,3,1,2,20160123
2487,21,2016-01-23 23:00,0,马拉加,12,1-2,1-1,半/一,半/一,3/3.5,1/1.5,0,巴塞罗那,2,1,2,1,1,1,20160123
2488,21,2016-01-24 01:15,1,西班牙人,14,2-2,2-1,平手,平手,2/2.5,0.5/1,0,比利亚雷亚尔,4,2,2,2,1,0,20160124
2489,21,2016-01-24 03:30,0,格拉那达,18,3-2,2-0,平手,平手,2/2.5,0.5/1,0,赫塔菲,10,3,2,2,0,2,20160124
2490,21,2016-01-24 05:05,0,巴列卡诺,19,3-0,3-0,平手,平手,2.5,1,0,塞尔塔,5,3,0,3,0,2,20160124
2491,21,2016-01-24 19:00,0,毕尔巴鄂竞技,9,5-2,3-1,半球,半球,2.5,1,0,埃瓦尔,6,5,2,3,1,2,20160124
2492,21,2016-01-24 23:00,0,马德里竞技,2,0-0,0-0,平/半,平/半,2/2.5,0.5/1,1,塞维利亚,7,0,0,0,0,0,20160124
2493,21,2016-01-25 01:15,0,拉科鲁尼亚,8,1-1,1-0,平手,平手,2/2.5,1,0,巴伦西亚,11,1,1,1,0,0,20160125
2494,21,2016-01-25 03:30,0,皇家贝蒂斯,15,1-1,1-0,半/一,半/一,3.5,1.5,0,皇家马德里,3,1,1,1,0,0,20160125
2495,21,2016-01-26 03:30,1,莱万特,20,3-2,1-0,平手,平手,2/2.5,0.5/1,0,拉斯帕尔马斯,18,3,2,1,0,2,20160126
2496,22,2016-01-30 23:00,0,巴塞罗那,1,2-1,2-1,半球,半球,2.5,1,2,马德里竞技,2,2,1,2,1,2,20160130
2497,22,2016-01-31 01:15,1,赫塔菲,10,0-1,0-1,平手,平手,2/2.5,1,0,毕尔巴鄂竞技,8,0,1,0,1,1,20160131
2498,22,2016-01-31 01:15,0,埃瓦尔,6,1-2,0-1,平手,平手,2/2.5,0.5/1,0,马拉加,12,1,2,0,1,1,20160131
2499,22,2016-01-31 03:30,0,比利亚雷亚尔,4,1-0,0-0,半球,半球,2.5,1,0,格拉那达,16,1,0,0,0,2,20160131
2500,22,2016-01-31 05:05,0,皇家社会,15,2-1,2-0,平/半,平/半,2.5,1,0,皇家贝蒂斯,14,2,1,2,0,2,20160131
2501,22,2016-01-31 19:00,0,塞维利亚,8,3-1,1-0,半球,半球,2.5/3,1,0,莱万特,20,3,1,1,0,2,20160131
2502,22,2016-01-31 23:00,0,巴伦西亚,12,0-1,0-0,平/半,平/半,2.5,1,0,希洪竞技,19,0,1,0,0,1,20160131
2503,22,2016-02-01 01:15,0,拉斯帕尔马斯,18,2-1,1-1,平手,平手,2.5,1,1,塞尔塔,6,2,1,1,1,2,20160201
2504,22,2016-02-01 03:30,0,皇家马德里,3,6-0,4-0,一球,一球,4,1.5,0,西班牙人,14,6,0,4,0,2,20160201
2505,22,2016-02-02 03:30,0,拉科鲁尼亚,9,2-2,1-2,平/半,平/半,2.5,1,0,巴列卡诺,19,2,2,1,2,0,20160202
2506,23,2016-02-06 03:30,0,马拉加,10,3-0,3-0,平/半,平/半,2/2.5,0.5/1,0,赫塔菲,11,3,0,3,0,2,20160206
2507,23,2016-02-06 23:00,0,马德里竞技,2,3-1,0-0,半球,半球,2.5,1,0,埃瓦尔,8,3,1,0,0,2,20160206
2508,23,2016-02-07 01:15,0,巴列卡诺,18,2-0,1-0,平/半,平/半,2.5,1,0,拉斯帕尔马斯,16,2,0,1,0,2,20160207
2509,23,2016-02-07 03:30,1,毕尔巴鄂竞技,6,0-0,0-0,平/半,平/半,2.5,1,1,比利亚雷亚尔,4,0,0,0,0,0,20160207
2510,23,2016-02-07 05:05,0,希洪竞技,17,1-1,1-1,平手,平手,2/2.5,1,0,拉科鲁尼亚,9,1,1,1,1,0,20160207
2511,23,2016-02-07 19:00,0,莱万特,20,0-2,0-1,半/一,半/一,3/3.5,1/1.5,0,巴塞罗那,1,0,2,0,1,1,20160207
2512,23,2016-02-07 23:00,0,皇家贝蒂斯,16,1-0,0-0,平手,平手,2/2.5,0.5/1,1,巴伦西亚,12,1,0,0,0,2,20160207
2513,23,2016-02-08 01:15,0,塞尔塔,7,1-1,0-1,平手,平手,2.5,1,1,塞维利亚,5,1,1,0,1,0,20160208
2514,23,2016-02-08 03:30,0,格拉那达,19,1-2,0-1,半球,半球,3.5,1/1.5,0,皇家马德里,3,1,2,0,1,1,20160208
2515,23,2016-02-09 03:30,0,西班牙人,17,0-5,0-2,平手,平手,2/2.5,0.5/1,0,皇家社会,14,0,5,0,2,1,20160209
2516,24,2016-02-13 03:30,0,希洪竞技,16,2-2,2-1,平/半,平/半,2.5,1,0,巴列卡诺,15,2,2,2,1,0,20160213
2517,24,2016-02-13 23:00,1,皇家马德里,3,4-2,3-1,半/一,半/一,3.5,1.5,0,毕尔巴鄂竞技,6,4,2,3,1,2,20160213
2518,24,2016-02-14 01:15,0,比利亚雷亚尔,4,1-0,1-0,平/半,平/半,2/2.5,0.5/1,0,马拉加,10,1,0,1,0,2,20160214
2519,24,2016-02-14 03:30,0,巴伦西亚,13,2-1,0-0,平/半,平/半,2.5,1,0,西班牙人,17,2,1,0,0,2,20160214
2520,24,2016-02-14 05:05,0,拉科鲁尼亚,9,2-2,1-2,平/半,平/半,2/2.5,1,0,皇家贝蒂斯,14,2,2,1,2,0,20160214
2521,24,2016-02-14 19:00,0,皇家社会,12,3-0,2-0,平/半,平/半,2/2.5,1,0,格拉那达,19,3,0,2,0,2,20160214
2522,24,2016-02-14 23:00,0,塞维利亚,5,2-0,0-0,半球,半球,3,1/1.5,0,拉斯帕尔马斯,18,2,0,0,0,2,20160214
2523,24,2016-02-15 01:15,0,埃瓦尔,8,2-0,1-0,平/半,平/半,2.5,1,0,莱万特,20,2,0,1,0,2,20160215
2524,24,2016-02-15 01:15,0,赫塔菲,13,0-1,0-1,平/半,平/半,2/2.5,0.5/1,0,马德里竞技,3,0,1,0,1,1,20160215
2525,24,2016-02-15 03:30,0,巴塞罗那,1,6-1,1-1,一/球半,一/球半,3.5/4,1.5,0,塞尔塔,7,6,1,1,1,2,20160215
2526,25,2016-02-20 03:30,0,莱万特,20,3-0,2-0,平手,平手,2/2.5,0.5/1,0,赫塔菲,13,3,0,2,0,2,20160220
2527,25,2016-02-20 23:00,0,拉斯帕尔马斯,18,1-2,1-2,半/一,半/一,3.5,1.5,0,巴塞罗那,1,1,2,1,2,1,20160220
2528,25,2016-02-21 01:15,0,西班牙人,17,1-0,0-0,平手,平手,2/2.5,0.5/1,0,拉科鲁尼亚,9,1,0,0,0,2,20160221
2529,25,2016-02-21 03:30,0,皇家贝蒂斯,14,1-1,0-0,平/半,平/半,2/2.5,1,0,希洪竞技,16,1,1,0,0,0,20160221
2530,25,2016-02-21 05:05,0,塞尔塔,8,3-2,2-0,平/半,平/半,2.5,1,0,埃瓦尔,6,3,2,2,0,2,20160221
2531,25,2016-02-21 19:00,0,巴列卡诺,17,2-2,1-2,平/半,平/半,2.5/3,1,0,塞维利亚,5,2,2,1,2,0,20160221
2532,25,2016-02-21 23:00,0,马拉加,11,1-1,0-1,半球,半球,3/3.5,1/1.5,0,皇家马德里,3,1,1,0,1,0,20160221
2533,25,2016-02-22 01:15,0,毕尔巴鄂竞技,8,0-1,0-1,平/半,平/半,2.5,1,0,皇家社会,10,0,1,0,1,1,20160222
2534,25,2016-02-22 01:15,0,格拉那达,20,1-2,0-0,平手,平手,2/2.5,0.5/1,0,巴伦西亚,12,1,2,0,0,1,20160222
2535,25,2016-02-22 03:30,0,马德里竞技,2,0-0,0-0,平/半,平/半,2/2.5,0.5/1,0,比利亚雷亚尔,4,0,0,0,0,0,20160222
2536,26,2016-02-27 03:30,0,埃瓦尔,7,0-1,0-1,平/半,平/半,2/2.5,1,0,拉斯帕尔马斯,18,0,1,0,1,1,20160227
2537,26,2016-02-27 23:00,0,皇家马德里,3,0-1,0-0,平/半,平/半,2.5/3,1,0,马德里竞技,2,0,1,0,0,1,20160227
2538,26,2016-02-28 01:15,1,希洪竞技,17,2-4,1-1,平/半,平/半,2/2.5,0.5/1,0,西班牙人,16,2,4,1,1,1,20160228
2539,26,2016-02-28 01:15,0,赫塔菲,14,0-1,0-0,平手,平手,2/2.5,0.5/1,0,塞尔塔,6,0,1,0,0,1,20160228
2540,26,2016-02-28 03:30,0,皇家贝蒂斯,13,2-2,2-0,平/半,平/半,2.5,1,0,巴列卡诺,15,2,2,2,0,0,20160228
2541,26,2016-02-28 05:05,0,皇家社会,9,1-1,0-0,平/半,平/半,2/2.5,0.5/1,0,马拉加,12,1,1,0,0,0,20160228
2542,26,2016-02-28 19:00,0,比利亚雷亚尔,4,3-0,2-0,半球,半球,2.5,1,1,莱万特,19,3,0,2,0,2,20160228
2543,26,2016-02-28 23:00,0,巴伦西亚,12,0-3,0-0,平手,平手,2.5,1,0,毕尔巴鄂竞技,8,0,3,0,0,1,20160228
2544,26,2016-02-29 01:15,1,拉科鲁尼亚,10,0-1,0-1,平/半,平/半,2/2.5,0.5/1,0,格拉那达,20,0,1,0,1,1,20160229
2545,26,2016-02-29 03:30,0,巴塞罗那,1,2-1,1-1,一球,一球,3.5,1.5,0,塞维利亚,5,2,1,1,1,2,20160229
2546,27,2016-03-02 04:00,0,马德里竞技,2,3-0,1-0,平/半,平/半,2/2.5,1,0,皇家社会,9,3,0,1,0,2,20160302
2547,27,2016-03-02 05:00,0,拉斯帕尔马斯,17,4-0,2-0,平/半,平/半,2/2.5,0.5/1,1,赫塔菲,15,4,0,2,0,2,20160302
2548,27,2016-03-03 03:00,0,塞尔塔,6,0-0,0-0,平手,平手,2.5,1,0,比利亚雷亚尔,4,0,0,0,0,0,20160303
2549,27,2016-03-03 03:00,0,马拉加,11,1-2,1-1,平/半,平/半,2/2.5,0.5/1,0,巴伦西亚,12,1,2,1,1,1,20160303
2550,27,2016-03-03 03:00,0,塞维利亚,5,1-0,1-0,半球,半球,3,1/1.5,1,埃瓦尔,8,1,0,1,0,2,20160303
2551,27,2016-03-03 03:00,0,毕尔巴鄂竞技,7,4-1,2-0,平/半,平/半,2.5/3,1,0,拉科鲁尼亚,10,4,1,2,0,2,20160303
2552,27,2016-03-03 04:00,0,莱万特,20,1-3,1-2,半/一,半/一,3/3.5,1/1.5,0,皇家马德里,3,1,3,1,2,1,20160303
2553,27,2016-03-04 03:00,0,格拉那达,19,2-0,0-0,平手,平手,2/2.5,0.5/1,1,希洪竞技,18,2,0,0,0,2,20160304
2554,27,2016-03-04 03:30,0,西班牙人,14,0-3,0-2,平/半,平/半,2/2.5,0.5/1,0,皇家贝蒂斯,13,0,3,0,2,1,20160304
2555,27,2016-03-04 04:00,2,巴列卡诺,16,1-5,0-2,一球,一球,3.5,1.5,0,巴塞罗那,1,1,5,0,2,1,20160304
2556,28,2016-03-05 23:00,0,皇家马德里,3,7-1,1-0,半/一,半/一,3.5/4,1.5,0,塞尔塔,6,7,1,1,0,2,20160305
2557,28,2016-03-06 01:15,0,比利亚雷亚尔,4,0-1,0-1,平/半,平/半,2.5,1,0,拉斯帕尔马斯,15,0,1,0,1,1,20160306
2558,28,2016-03-06 03:30,0,赫塔菲,16,1-1,0-0,平/半,平/半,2.5,1,0,塞维利亚,5,1,1,0,0,0,20160306
2559,28,2016-03-06 05:05,0,拉科鲁尼亚,12,3-3,1-1,平手,平手,2/2.5,0.5/1,1,马拉加,11,3,3,1,1,0,20160306
2560,28,2016-03-06 19:00,1,皇家贝蒂斯,13,2-0,0-0,平/半,平/半,2/2.5,1,1,格拉那达,18,2,0,0,0,2,20160306
2561,28,2016-03-06 23:00,0,埃瓦尔,8,0-4,0-2,一球,一球,3.5,1.5,0,巴塞罗那,1,0,4,0,2,1,20160306
2562,28,2016-03-07 01:15,0,希洪竞技,19,0-2,0-1,平手,平手,2/2.5,1,1,毕尔巴鄂竞技,7,0,2,0,1,1,20160307
2563,28,2016-03-07 01:15,0,皇家社会,10,1-1,1-1,平/半,平/半,2.5,1,0,莱万特,20,1,1,1,1,0,20160307
2564,28,2016-03-07 03:30,1,巴伦西亚,9,1-3,1-1,平/半,平/半,2,0.5/1,0,马德里竞技,2,1,3,1,1,1,20160307
2565,28,2016-03-08 03:30,1,西班牙人,15,2-1,1-0,平/半,平/半,2.5,1,0,巴列卡诺,17,2,1,1,0,2,20160308
2566,29,2016-03-12 03:30,0,马拉加,12,1-0,1-0,平/半,平/半,2/2.5,1,0,希洪竞技,19,1,0,1,0,2,20160312
2567,29,2016-03-12 23:00,0,巴塞罗那,1,6-0,4-0,球半,球半,4/4.5,2,0,赫塔菲,16,6,0,4,0,2,20160312
2568,29,2016-03-13 01:15,0,塞尔塔,7,1-0,1-0,平/半,平/半,2.5,1,0,皇家社会,9,1,0,1,0,2,20160313
2569,29,2016-03-13 03:30,0,马德里竞技,2,3-0,1-0,半/一,半/一,2.5,1,0,拉科鲁尼亚,13,3,0,1,0,2,20160313
2570,29,2016-03-13 05:05,0,巴列卡诺,17,1-1,1-1,平/半,平/半,2.5,1,1,埃瓦尔,8,1,1,1,1,0,20160313
2571,29,2016-03-13 19:00,0,莱万特,20,1-0,0-0,平手,平手,2/2.5,1,0,巴伦西亚,11,1,0,0,0,2,20160313
2572,29,2016-03-13 23:00,1,塞维利亚,5,4-2,1-2,平/半,平/半,2.5,1,0,比利亚雷亚尔,4,4,2,1,2,2,20160313
2573,29,2016-03-14 01:15,0,毕尔巴鄂竞技,7,3-1,2-0,半球,半球,2.5,1,0,皇家贝蒂斯,12,3,1,2,0,2,20160314
2574,29,2016-03-14 03:30,0,拉斯帕尔马斯,15,1-2,0-1,半球,半球,3/3.5,1/1.5,1,皇家马德里,3,1,2,0,1,1,20160314
2575,29,2016-03-15 03:30,1,格拉那达,18,1-1,1-0,平手,平手,2/2.5,1,0,西班牙人,14,1,1,1,0,0,20160315
2576,30,2016-03-19 03:30,0,赫塔菲,18,1-1,1-0,平手,平手,2/2.5,0.5/1,0,埃瓦尔,8,1,1,1,0,0,20160319
2577,30,2016-03-19 23:00,0,希洪竞技,19,2-1,0-1,半球,半球,2/2.5,0.5/1,0,马德里竞技,2,2,1,0,1,2,20160319
2578,30,2016-03-20 01:15,1,格拉那达,18,2-2,1-1,平手,平手,2.5,1,0,巴列卡诺,17,2,2,1,1,0,20160320
2579,30,2016-03-20 01:15,0,皇家社会,10,0-1,0-1,平/半,平/半,2.5,1,0,拉斯帕尔马斯,15,0,1,0,1,1,20160320
2580,30,2016-03-20 03:30,0,拉科鲁尼亚,13,2-1,1-0,平/半,平/半,2/2.5,1,0,莱万特,20,2,1,1,0,2,20160320
2581,30,2016-03-20 05:05,0,皇家贝蒂斯,12,0-1,0-0,平手,平手,2/2.5,0.5/1,0,马拉加,9,0,1,0,0,1,20160320
2582,30,2016-03-20 19:00,0,西班牙人,15,2-1,0-1,平/半,平/半,2/2.5,1,0,毕尔巴鄂竞技,6,2,1,0,1,2,20160320
2583,30,2016-03-20 23:00,0,比利亚雷亚尔,4,2-2,0-2,半/一,半/一,3,1/1.5,0,巴塞罗那,1,2,2,0,2,0,20160320
2584,30,2016-03-21 01:15,0,巴伦西亚,12,0-2,0-0,平手,平手,2.5,1,0,塞尔塔,7,0,2,0,0,1,20160321
2585,30,2016-03-21 03:30,0,皇家马德里,3,4-0,1-0,半/一,半/一,3.5/4,1.5,0,塞维利亚,5,4,0,1,0,2,20160321
2586,31,2016-04-02 02:30,1,巴列卡诺,16,2-0,1-0,平/半,平/半,2.5/3,1,0,赫塔菲,18,2,0,1,0,2,20160402
2587,31,2016-04-02 22:00,0,马德里竞技,2,5-1,2-0,半/一,半/一,2.5,1,0,皇家贝蒂斯,14,5,1,2,0,2,20160402
2588,31,2016-04-03 00:15,0,拉斯帕尔马斯,15,2-1,0-1,平手,平手,2/2.5,1,0,巴伦西亚,13,2,1,0,1,2,20160403
2589,31,2016-04-03 02:30,0,巴塞罗那,1,1-2,0-0,半球,半球,3/3.5,1/1.5,1,皇家马德里,3,1,2,0,0,1,20160403
2590,31,2016-04-03 04:05,0,塞尔塔,6,1-1,1-1,平/半,平/半,2.5,1,1,拉科鲁尼亚,10,1,1,1,1,0,20160403
2591,31,2016-04-03 18:00,0,毕尔巴鄂竞技,7,1-1,1-0,半球,半球,2.5,1,0,格拉那达,17,1,1,1,0,0,20160403
2592,31,2016-04-03 22:00,0,马拉加,8,1-1,1-1,平/半,平/半,2/2.5,1,0,西班牙人,13,1,1,1,1,0,20160403
2593,31,2016-04-04 00:15,0,埃瓦尔,9,1-2,1-1,平手,平手,2/2.5,0.5/1,0,比利亚雷亚尔,4,1,2,1,1,1,20160404
2594,31,2016-04-04 02:30,0,塞维利亚,6,1-2,0-2,平/半,平/半,2.5/3,1/1.5,1,皇家社会,12,1,2,0,2,1,20160404
2595,31,2016-04-05 02:30,1,莱万特,20,0-0,0-0,平/半,平/半,2.5,1,0,希洪竞技,19,0,0,0,0,0,20160405
2596,32,2016-04-09 02:30,0,格拉那达,17,0-0,0-0,平手,平手,2/2.5,0.5/1,0,马拉加,8,0,0,0,0,0,20160409
2597,32,2016-04-09 22:00,0,皇家马德里,3,4-0,4-0,一球,一球,3.5/4,1.5/2,0,埃瓦尔,9,4,0,4,0,2,20160409
2598,32,2016-04-10 00:15,0,西班牙人,13,1-3,1-1,平/半,平/半,2/2.5,0.5/1,0,马德里竞技,2,1,3,1,1,1,20160410
2599,32,2016-04-10 02:30,0,皇家社会,10,1-0,1-0,半球,半球,3/3.5,1/1.5,0,巴塞罗那,1,1,0,1,0,2,20160410
2600,32,2016-04-10 04:05,0,皇家贝蒂斯,15,1-0,0-0,平/半,平/半,2/2.5,1,0,莱万特,20,1,0,0,0,2,20160410
2601,32,2016-04-10 18:00,0,希洪竞技,18,0-1,0-0,平手,平手,2.5,1,0,塞尔塔,5,0,1,0,0,1,20160410
2602,32,2016-04-10 22:00,0,巴伦西亚,15,2-1,1-0,平手,平手,2.5,1,0,塞维利亚,7,2,1,1,0,2,20160410
2603,32,2016-04-11 00:15,0,比利亚雷亚尔,4,2-0,1-0,半球,半球,2.5,1,0,赫塔菲,19,2,0,1,0,2,20160411
2604,32,2016-04-11 02:30,0,毕尔巴鄂竞技,6,1-0,0-0,半球,半球,2.5/3,1,0,巴列卡诺,16,1,0,0,0,2,20160411
2605,32,2016-04-12 02:30,0,拉科鲁尼亚,12,1-3,0-0,平/半,平/半,2/2.5,1,0,拉斯帕尔马斯,14,1,3,0,0,1,20160412
2606,33,2016-04-16 02:30,0,莱万特,20,2-1,1-1,平/半,平/半,2/2.5,1,0,西班牙人,15,2,1,1,1,2,20160416
2607,33,2016-04-16 22:00,0,赫塔菲,20,1-5,0-2,半球,半球,3/3.5,1.5,0,皇家马德里,3,1,5,0,2,1,20160416
2608,33,2016-04-17 00:15,0,拉斯帕尔马斯,10,1-1,1-0,平/半,平/半,2/2.5,1,0,希洪竞技,18,1,1,1,0,0,20160417
2609,33,2016-04-17 02:30,0,埃瓦尔,11,2-1,1-1,平手,平手,2/2.5,1,0,皇家社会,9,2,1,1,1,2,20160417
2610,33,2016-04-17 04:05,0,塞尔塔,5,1-1,0-1,平/半,平/半,2.5,1,0,皇家贝蒂斯,14,1,1,0,1,0,20160417
2611,33,2016-04-17 18:00,0,马拉加,8,0-1,0-0,平手,平手,2/2.5,0.5/1,0,毕尔巴鄂竞技,6,0,1,0,0,1,20160417
2612,33,2016-04-17 22:00,0,塞维利亚,7,1-1,1-0,平/半,平/半,2.5/3,1/1.5,0,拉科鲁尼亚,14,1,1,1,0,0,20160417
2613,33,2016-04-18 00:15,0,巴列卡诺,16,2-1,1-1,平手,平手,2.5,1,0,比利亚雷亚尔,4,2,1,1,1,2,20160418
2614,33,2016-04-18 00:15,0,马德里竞技,3,3-0,1-0,半/一,半/一,2.5,1,0,格拉那达,17,3,0,1,0,2,20160418
2615,33,2016-04-18 02:30,0,巴塞罗那,1,1-2,0-2,一球,一球,3.5/4,1.5,0,巴伦西亚,13,1,2,0,2,1,20160418
2616,34,2016-04-20 02:00,0,西班牙人,15,1-1,1-1,平手,平手,2.5,1,0,塞尔塔,6,1,1,1,1,0,20160420
2617,34,2016-04-20 03:00,0,皇家贝蒂斯,14,1-0,0-0,平/半,平/半,2.5,1,1,拉斯帕尔马斯,12,1,0,0,0,2,20160420
2618,34,2016-04-21 02:00,0,拉科鲁尼亚,14,0-8,0-2,半/一,半/一,3/3.5,1/1.5,0,巴塞罗那,1,0,8,0,2,1,20160421
2619,34,2016-04-21 02:45,0,马拉加,8,1-1,0-0,平/半,平/半,2.5,1,0,巴列卡诺,16,1,1,0,0,0,20160421
2620,34,2016-04-21 02:45,0,毕尔巴鄂竞技,5,0-1,0-1,平手,平手,2/2.5,0.5/1,0,马德里竞技,2,0,1,0,1,1,20160421
2621,34,2016-04-21 02:45,0,巴伦西亚,12,4-0,3-0,平/半,平/半,2.5,1,0,埃瓦尔,10,4,0,3,0,2,20160421
2622,34,2016-04-21 02:45,0,希洪竞技,18,2-1,1-1,平/半,平/半,2.5,1,0,塞维利亚,7,2,1,1,1,2,20160421
2623,34,2016-04-21 04:00,0,皇家马德里,3,3-0,1-0,半/一,半/一,3.5/4,1.5,0,比利亚雷亚尔,4,3,0,1,0,2,20160421
2624,34,2016-04-22 02:30,0,皇家社会,10,1-2,1-1,平/半,平/半,2.5,1,0,赫塔菲,20,1,2,1,1,1,20160422
2625,34,2016-04-22 03:00,0,格拉那达,18,5-1,3-0,平/半,平/半,2/2.5,1,1,莱万特,19,5,1,3,0,2,20160422
2626,35,2016-04-23 03:00,0,拉斯帕尔马斯,13,4-0,1-0,平手,平手,2/2.5,1,0,西班牙人,15,4,0,1,0,2,20160423
2627,35,2016-04-23 22:00,0,巴列卡诺,16,2-3,2-1,半/一,半/一,3.5/4,1.5/2,0,皇家马德里,3,2,3,2,1,1,20160423
2628,35,2016-04-24 00:15,0,马德里竞技,2,1-0,0-0,半球,半球,2.5,1,0,马拉加,10,1,0,0,0,2,20160424
2629,35,2016-04-24 02:30,0,巴塞罗那,1,6-0,1-0,球半,球半,4,1.5/2,1,希洪竞技,18,6,0,1,0,2,20160424
2630,35,2016-04-24 04:05,0,埃瓦尔,12,1-1,1-0,平手,平手,2/2.5,1,0,拉科鲁尼亚,14,1,1,1,0,0,20160424
2631,35,2016-04-24 18:00,0,莱万特,20,2-2,1-0,平/半,平/半,2.5,1,0,毕尔巴鄂竞技,5,2,2,1,0,0,20160424
2632,35,2016-04-24 22:00,0,塞维利亚,7,2-0,0-0,半球,半球,3,1/1.5,0,皇家贝蒂斯,13,2,0,0,0,2,20160424
2633,35,2016-04-25 00:15,0,赫塔菲,19,2-2,0-0,平手,平手,2.5,1,0,巴伦西亚,8,2,2,0,0,0,20160425
2634,35,2016-04-25 02:30,0,比利亚雷亚尔,4,0-0,0-0,平/半,平/半,2.5,1,0,皇家社会,12,0,0,0,0,0,20160425
2635,35,2016-04-26 02:30,0,塞尔塔,6,2-1,1-0,半球,半球,2.5/3,1/1.5,0,格拉那达,17,2,1,1,0,2,20160426
2636,36,2016-04-30 02:30,0,希洪竞技,18,2-0,1-0,平/半,平/半,2.5,1,0,埃瓦尔,12,2,0,1,0,2,20160430
2637,36,2016-04-30 22:00,0,皇家社会,11,0-1,0-0,半球,半球,3/3.5,1/1.5,0,皇家马德里,3,0,1,0,0,1,20160430
2638,36,2016-05-01 00:15,0,马德里竞技,2,1-0,0-0,半/一,半/一,2.5/3,1/1.5,0,巴列卡诺,16,1,0,0,0,2,20160501
2639,36,2016-05-01 02:30,1,皇家贝蒂斯,13,0-2,0-0,一球,一球,3.5/4,1.5/2,0,巴塞罗那,1,0,2,0,0,1,20160501
2640,36,2016-05-01 04:05,0,格拉那达,18,3-2,2-2,平/半,平/半,2/2.5,1,0,拉斯帕尔马斯,9,3,2,2,2,2,20160501
2641,36,2016-05-01 18:00,0,毕尔巴鄂竞技,6,2-1,1-1,平/半,平/半,2.5,1,1,塞尔塔,5,2,1,1,1,2,20160501
2642,36,2016-05-01 22:00,0,西班牙人,15,1-0,0-0,平手,平手,2.5,1,0,塞维利亚,7,1,0,0,0,2,20160501
2643,36,2016-05-02 00:15,1,拉科鲁尼亚,14,0-2,0-1,平/半,平/半,2.5,1,0,赫塔菲,19,0,2,0,1,1,20160502
2644,36,2016-05-02 02:30,0,巴伦西亚,8,0-2,0-2,平/半,平/半,2.5/3,1,0,比利亚雷亚尔,4,0,2,0,2,1,20160502
2645,36,2016-05-03 02:30,0,马拉加,10,3-1,1-1,平/半,平/半,2/2.5,1,0,莱万特,20,3,1,1,1,2,20160503
2646,37,2016-05-08 23:00,0,赫塔菲,19,1-1,0-0,平手,平手,2.5,1,1,希洪竞技,18,1,1,0,0,0,20160508
2647,37,2016-05-08 23:00,0,莱万特,20,2-1,1-1,半球,半球,2.5,1,0,马德里竞技,2,2,1,1,1,2,20160508
2648,37,2016-05-08 23:00,0,巴塞罗那,1,5-0,1-0,球半,球半,4.5,2,0,西班牙人,14,5,0,1,0,2,20160508
2649,37,2016-05-08 23:00,0,皇家马德里,3,3-2,2-0,一球,一球,4,1.5/2,1,巴伦西亚,9,3,2,2,0,2,20160508
2650,37,2016-05-08 23:00,0,塞尔塔,6,1-0,1-0,半球,半球,2.5/3,1/1.5,0,马拉加,8,1,0,1,0,2,20160508
2651,37,2016-05-08 23:00,0,塞维利亚,7,1-4,0-1,平手,平手,3,1/1.5,0,格拉那达,16,1,4,0,1,1,20160508
2652,37,2016-05-08 23:00,0,埃瓦尔,12,1-1,0-1,平手,平手,2.5,1,0,皇家贝蒂斯,13,1,1,0,1,0,20160508
2653,37,2016-05-08 23:00,0,拉斯帕尔马斯,10,0-0,0-0,平/半,平/半,2.5/3,1/1.5,0,毕尔巴鄂竞技,5,0,0,0,0,0,20160508
2654,37,2016-05-08 23:00,1,皇家社会,11,2-1,1-0,平/半,平/半,3,1/1.5,0,巴列卡诺,17,2,1,1,0,2,20160508
2655,37,2016-05-08 23:00,0,比利亚雷亚尔,4,0-2,0-1,平手,平手,2.5,1,0,拉科鲁尼亚,15,0,2,0,1,1,20160508
2656,38,2016-05-14 02:30,0,巴伦西亚,11,0-1,0-0,平/半,平/半,3,1/1.5,0,皇家社会,9,0,1,0,0,1,20160514
2657,38,2016-05-14 23:00,0,格拉那达,16,0-3,0-2,一/球半,一/球半,4,1.5/2,0,巴塞罗那,1,0,3,0,2,1,20160514
2658,38,2016-05-14 23:00,0,拉科鲁尼亚,13,0-2,0-2,一球,一球,3.5/4,1.5/2,0,皇家马德里,2,0,2,0,2,1,20160514
2659,38,2016-05-15 01:30,0,马德里竞技,3,2-0,0-0,平/半,平/半,2.5,1,0,塞尔塔,5,2,0,0,0,2,20160515
2660,38,2016-05-15 01:30,1,毕尔巴鄂竞技,6,3-1,2-0,半球,半球,3,1/1.5,1,塞维利亚,7,3,1,2,0,2,20160515
2661,38,2016-05-15 18:00,0,马拉加,9,4-1,2-1,平/半,平/半,2.5,1,0,拉斯帕尔马斯,10,4,1,2,1,2,20160515
2662,38,2016-05-16 01:00,0,西班牙人,15,4-2,2-0,平/半,平/半,2.5/3,1/1.5,0,埃瓦尔,12,4,2,2,0,2,20160516
