,轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,全场让球,半场让球,全场大小,半场大小,客队红牌,客队名称,客队名次,主队得分,客队得分,主队半场得分,客队半场得分,主队结果,比赛日期
469,9,2012-10-29 04:30,0,马洛卡,8,0-5,0-2,半球,半球,3,1/1.5,0,皇家马德里,5,0,5,0,2,1,20121029
470,9,2012-10-30 04:30,0,瓦拉多利德,12,2-2,1-1,平/半,平/半,2.5,1,0,皇家社会,15,2,2,1,1,0,20121030
471,10,2012-11-03 23:00,0,马拉加,3,1-2,0-1,半球,半球,2.5/3,1/1.5,0,巴列卡诺,15,1,2,0,1,1,20121103
472,10,2012-11-04 01:00,0,巴塞罗那,1,3-1,2-1,一/球半,一/球半,3.5/4,1.5/2,0,塞尔塔,13,3,1,2,1,2,20121104
473,10,2012-11-04 03:00,0,皇家马德里,4,4-0,2-0,一/球半,一/球半,3.5/4,1.5,0,萨拉戈萨,9,4,0,2,0,2,20121104
474,10,2012-11-04 05:00,1,巴伦西亚,11,2-0,1-0,平/半,平/半,2.5,1,0,马德里竞技,2,2,0,1,0,2,20121104
475,10,2012-11-04 19:00,0,皇家社会,15,0-1,0-0,平/半,平/半,2.5,1,0,西班牙人,19,0,1,0,0,1,20121104
476,10,2012-11-04 23:00,0,拉科鲁尼亚,18,1-0,1-0,平手,平手,2.5,1,0,马洛卡,13,1,0,1,0,2,20121104
477,10,2012-11-05 00:50,1,奥萨苏纳,20,0-1,0-0,平/半,平/半,2/2.5,1,0,瓦拉多利德,12,0,1,0,0,1,20121105
478,10,2012-11-05 02:45,0,格拉那达,17,1-2,0-2,平手,平手,2.5,1,0,毕尔巴鄂竞技,16,1,2,0,2,1,20121105
479,10,2012-11-05 04:30,0,塞维利亚,8,0-0,0-0,平/半,平/半,2.5,1,0,莱万特,6,0,0,0,0,0,20121105
480,10,2012-11-06 04:30,0,赫塔菲,10,2-4,0-0,平/半,平/半,2.5,1,0,皇家贝蒂斯,6,2,4,0,0,1,20121106
481,11,2012-11-10 04:30,0,皇家贝蒂斯,4,1-2,0-1,平/半,平/半,2.5,1,0,格拉那达,19,1,2,0,1,1,20121110
482,11,2012-11-10 23:00,0,巴列卡诺,11,3-2,0-2,平手,平手,2.5,1,1,塞尔塔,16,3,2,0,2,2,20121110
483,11,2012-11-11 01:00,0,西班牙人,19,0-3,0-1,平/半,平/半,2.5,1,0,奥萨苏纳,20,0,3,0,1,1,20121111
484,11,2012-11-11 03:00,0,萨拉戈萨,12,5-3,1-2,平/半,平/半,2/2.5,1,1,拉科鲁尼亚,17,5,3,1,2,2,20121111
485,11,2012-11-11 05:00,0,马拉加,5,1-2,1-1,半球,半球,2.5/3,1,0,皇家社会,18,1,2,1,1,1,20121111
486,11,2012-11-11 19:00,0,瓦拉多利德,10,1-1,0-1,平/半,平/半,2.5,1,1,巴伦西亚,11,1,1,0,1,0,20121111
487,11,2012-11-11 23:00,1,毕尔巴鄂竞技,15,2-1,2-0,平手,平手,2.5,1,0,塞维利亚,8,2,1,2,0,2,20121111
488,11,2012-11-12 00:50,0,马洛卡,14,2-4,0-3,半/一,半/一,3/3.5,1/1.5,0,巴塞罗那,1,2,4,0,3,1,20121112
489,11,2012-11-12 02:45,0,马德里竞技,2,2-0,2-0,半球,半球,2.5/3,1/1.5,0,赫塔菲,12,2,0,2,0,2,20121112
490,11,2012-11-12 04:30,0,莱万特,6,1-2,0-1,半球,半球,3,1/1.5,0,皇家马德里,3,1,2,0,1,1,20121112
491,12,2012-11-17 23:00,0,奥萨苏纳,20,0-0,0-0,平/半,平/半,2/2.5,1,0,马拉加,5,0,0,0,0,0,20121117
492,12,2012-11-18 01:00,0,巴伦西亚,9,2-1,1-1,半球,半球,2.5,1,2,西班牙人,19,2,1,1,1,2,20121118
493,12,2012-11-18 03:00,0,巴塞罗那,1,3-1,2-1,一/球半,一/球半,3.5/4,1.5/2,0,萨拉戈萨,11,3,1,2,1,2,20121118
494,12,2012-11-18 05:00,0,皇家马德里,3,5-1,3-1,一球,一球,3.5,1.5,0,毕尔巴鄂竞技,12,5,1,3,1,2,20121118
495,12,2012-11-18 19:00,1,拉科鲁尼亚,18,0-2,0-1,平/半,平/半,2.5,1,1,莱万特,7,0,2,0,1,1,20121118
496,12,2012-11-18 23:00,0,塞尔塔,17,1-1,0-1,平/半,平/半,2.5,1,0,马洛卡,15,1,1,0,1,0,20121118
497,12,2012-11-19 00:50,0,赫塔菲,14,2-1,0-1,平/半,平/半,2/2.5,1,0,瓦拉多利德,9,2,1,0,1,2,20121119
498,12,2012-11-19 02:45,0,格拉那达,16,0-1,0-0,平/半,平/半,2.5,1,1,马德里竞技,2,0,1,0,0,1,20121119
499,12,2012-11-19 04:30,0,塞维利亚,10,5-1,4-0,平/半,平/半,2.5,1,1,皇家贝蒂斯,5,5,1,4,0,2,20121119
500,12,2012-11-20 04:30,0,皇家社会,14,4-0,2-0,平/半,平/半,2.5,1,0,巴列卡诺,10,4,0,2,0,2,20121120
501,13,2012-11-24 04:30,0,皇家社会,9,0-0,0-0,平/半,平/半,2/2.5,0.5/1,0,奥萨苏纳,19,0,0,0,0,0,20121124
502,13,2012-11-24 23:00,0,巴列卡诺,11,2-0,0-0,平/半,平/半,2.5,1,0,马洛卡,15,2,0,0,0,2,20121124
503,13,2012-11-25 01:00,0,瓦拉多利德,12,1-0,0-0,平/半,平/半,2.5,1,0,格拉那达,17,1,0,0,0,2,20121125
504,13,2012-11-25 03:00,0,马拉加,5,4-0,1-0,平手,平手,2.5,1,1,巴伦西亚,8,4,0,1,0,2,20121125
505,13,2012-11-25 05:00,0,皇家贝蒂斯,6,1-0,1-0,半/一,半/一,3,1/1.5,0,皇家马德里,3,1,0,1,0,2,20121125
506,13,2012-11-25 19:00,0,西班牙人,20,0-2,0-1,平/半,平/半,2.5,1,0,赫塔菲,12,0,2,0,1,1,20121125
507,13,2012-11-25 23:59,0,毕尔巴鄂竞技,14,1-1,1-0,平/半,平/半,2.5/3,1,0,拉科鲁尼亚,19,1,1,1,0,0,20121125
508,13,2012-11-26 02:00,0,马德里竞技,2,4-0,3-0,平/半,平/半,2.5/3,1/1.5,2,塞维利亚,8,4,0,3,0,2,20121126
509,13,2012-11-26 04:00,0,莱万特,5,0-4,0-0,半/一,半/一,3/3.5,1.5,0,巴塞罗那,1,0,4,0,0,1,20121126
510,13,2012-11-27 04:00,0,萨拉戈萨,13,0-1,0-0,平/半,平/半,2.5,1,0,塞尔塔,16,0,1,0,0,1,20121127
511,14,2012-12-01 04:00,0,奥萨苏纳,19,1-0,1-0,平/半,平/半,2.5,1,0,巴列卡诺,8,1,0,1,0,2,20121201
512,14,2012-12-01 23:00,1,赫塔菲,7,1-0,0-0,平手,平手,2.5,1,0,马拉加,4,1,0,0,0,2,20121201
513,14,2012-12-02 01:00,1,巴伦西亚,11,2-5,1-1,半球,半球,2.5,1,0,皇家社会,12,2,5,1,1,1,20121202
514,14,2012-12-02 03:00,0,巴塞罗那,1,5-1,3-0,一/球半,一/球半,3.5/4,1.5/2,0,毕尔巴鄂竞技,14,5,1,3,0,2,20121202
515,14,2012-12-02 05:00,0,皇家马德里,3,2-0,1-0,半球,半球,3,1/1.5,0,马德里竞技,2,2,0,1,0,2,20121202
516,14,2012-12-02 19:00,0,格拉那达,19,0-0,0-0,平/半,平/半,2.5,1,0,西班牙人,20,0,0,0,0,0,20121202
517,14,2012-12-02 23:59,0,拉科鲁尼亚,18,2-3,0-1,平/半,平/半,2.5,1,0,皇家贝蒂斯,5,2,3,0,1,1,20121202
518,14,2012-12-03 02:00,0,塞尔塔,15,1-1,1-0,平/半,平/半,2.5,1,0,莱万特,8,1,1,1,0,0,20121203
519,14,2012-12-03 04:00,0,马洛卡,17,1-1,0-1,平/半,平/半,2.5,1,1,萨拉戈萨,13,1,1,0,1,0,20121203
520,14,2012-12-04 04:30,1,塞维利亚,11,1-2,0-2,半球,半球,2.5,1,0,瓦拉多利德,10,1,2,0,2,1,20121204
521,15,2012-12-08 04:30,0,西班牙人,20,2-2,1-1,平手,平手,2.5,1,1,塞维利亚,11,2,2,1,1,0,20121208
522,15,2012-12-08 23:00,0,皇家社会,9,1-1,0-0,平/半,平/半,2.5,1,0,赫塔菲,6,1,1,0,0,0,20121208
523,15,2012-12-09 01:00,0,马拉加,5,4-0,2-0,半球,半球,2.5/3,1/1.5,0,格拉那达,18,4,0,2,0,2,20121209
524,15,2012-12-09 03:00,0,瓦拉多利德,7,2-3,2-2,半/一,半/一,3/3.5,1.5,0,皇家马德里,3,2,3,2,2,1,20121209
525,15,2012-12-09 05:00,0,奥萨苏纳,16,0-1,0-0,平手,平手,2/2.5,1,0,巴伦西亚,12,0,1,0,0,1,20121209
526,15,2012-12-09 19:00,0,莱万特,10,4-0,1-0,平/半,平/半,2.5,1,0,马洛卡,17,4,0,1,0,2,20121209
527,15,2012-12-09 23:59,0,毕尔巴鄂竞技,15,1-0,1-0,平/半,平/半,2.5/3,1/1.5,0,塞尔塔,14,1,0,1,0,2,20121209
528,15,2012-12-10 02:00,0,马德里竞技,2,6-0,3-0,半/一,半/一,3,1/1.5,0,拉科鲁尼亚,20,6,0,3,0,2,20121210
529,15,2012-12-10 04:00,0,皇家贝蒂斯,5,1-2,1-2,半/一,半/一,3/3.5,1.5,0,巴塞罗那,1,1,2,1,2,1,20121210
530,15,2012-12-11 04:00,0,巴列卡诺,12,0-2,0-1,平/半,平/半,2.5/3,1,0,萨拉戈萨,14,0,2,0,1,1,20121211
531,16,2012-12-15 23:00,0,赫塔菲,7,1-1,0-0,平/半,平/半,2/2.5,0.5/1,1,奥萨苏纳,16,1,1,0,0,0,20121215
532,16,2012-12-16 01:00,0,马洛卡,17,0-1,0-1,平手,平手,2.5,1,0,毕尔巴鄂竞技,14,0,1,0,1,1,20121216
533,16,2012-12-16 03:00,0,格拉那达,18,0-0,0-0,平手,平手,2.5,1,0,皇家社会,9,0,0,0,0,0,20121216
534,16,2012-12-16 05:00,1,塞维利亚,11,0-2,0-0,平/半,平/半,2.5,1,0,马拉加,4,0,2,0,0,1,20121216
535,16,2012-12-16 19:00,0,萨拉戈萨,13,0-1,0-1,平/半,平/半,2.5,1,1,莱万特,6,0,1,0,1,1,20121216
536,16,2012-12-16 23:59,0,巴伦西亚,10,0-1,0-0,半球,半球,2.5/3,1/1.5,0,巴列卡诺,14,0,1,0,0,1,20121216
537,16,2012-12-17 02:00,0,皇家马德里,3,2-2,1-1,一/球半,一/球半,3.5/4,1.5/2,0,西班牙人,19,2,2,1,1,0,20121217
538,16,2012-12-17 04:00,0,巴塞罗那,1,4-1,2-1,半/一,半/一,3/3.5,1.5,0,马德里竞技,2,4,1,2,1,2,20121217
539,16,2012-12-18 03:00,0,拉科鲁尼亚,20,0-0,0-0,平/半,平/半,2.5,1,0,瓦拉多利德,10,0,0,0,0,0,20121218
540,16,2012-12-18 04:30,0,塞尔塔,15,0-1,0-0,平/半,平/半,2.5,1,0,皇家贝蒂斯,6,0,1,0,0,1,20121218
541,17,2012-12-21 03:00,0,巴列卡诺,10,3-0,0-0,平手,平手,2/2.5,1,0,莱万特,6,3,0,0,0,2,20121221
542,17,2012-12-21 05:00,0,皇家社会,9,2-1,1-0,平手,平手,2.5,1,1,塞维利亚,13,2,1,1,0,2,20121221
543,17,2012-12-21 05:00,0,西班牙人,19,2-0,1-0,平/半,平/半,2.5,1,0,拉科鲁尼亚,20,2,0,1,0,2,20121221
544,17,2012-12-22 03:00,0,巴伦西亚,11,4-2,3-1,平/半,平/半,2.5/3,1,0,赫塔菲,7,4,2,3,1,2,20121222
545,17,2012-12-22 05:00,1,马德里竞技,2,1-0,0-0,半/一,半/一,3,1/1.5,0,塞尔塔,15,1,0,0,0,2,20121222
546,17,2012-12-22 23:00,0,皇家贝蒂斯,5,1-2,1-1,平/半,平/半,2.5,1,0,马洛卡,19,1,2,1,1,1,20121222
547,17,2012-12-23 01:00,0,瓦拉多利德,11,1-3,0-1,半/一,半/一,3/3.5,1.5,0,巴塞罗那,1,1,3,0,1,1,20121223
548,17,2012-12-23 03:00,0,奥萨苏纳,17,1-2,1-1,平/半,平/半,2/2.5,0.5/1,0,格拉那达,18,1,2,1,1,1,20121223
549,17,2012-12-23 03:00,0,马拉加,4,3-2,0-0,半球,半球,3,1/1.5,0,皇家马德里,3,3,2,0,0,2,20121223
550,17,2012-12-23 05:00,0,毕尔巴鄂竞技,12,0-2,0-2,平/半,平/半,2.5,1,0,萨拉戈萨,14,0,2,0,2,1,20121223
551,18,2013-01-05 04:30,0,萨拉戈萨,12,1-2,0-1,平/半,平/半,2.5,1,0,皇家贝蒂斯,5,1,2,0,1,1,20130105
552,18,2013-01-05 23:00,0,莱万特,6,3-1,2-1,平手,平手,2.5,1,1,毕尔巴鄂竞技,13,3,1,2,1,2,20130105
553,18,2013-01-06 01:00,1,格拉那达,16,1-2,0-0,平/半,平/半,2/2.5,0.5/1,0,巴伦西亚,10,1,2,0,0,1,20130106
554,18,2013-01-06 03:00,0,拉科鲁尼亚,20,1-0,0-0,平/半,平/半,2.5,1,0,马拉加,5,1,0,0,0,2,20130106
555,18,2013-01-06 05:00,0,塞维利亚,14,1-0,0-0,平/半,平/半,2.5,1,0,奥萨苏纳,19,1,0,0,0,2,20130106
556,18,2013-01-06 19:00,0,塞尔塔,17,3-1,2-1,平/半,平/半,2/2.5,1,0,瓦拉多利德,13,3,1,2,1,2,20130106
557,18,2013-01-06 23:59,1,皇家马德里,3,4-3,2-2,一球,一球,3.5/4,1.5,1,皇家社会,8,4,3,2,2,2,20130106
558,18,2013-01-07 02:00,0,巴塞罗那,1,4-0,4-0,一/球半,一/球半,3.5/4,1.5/2,0,西班牙人,19,4,0,4,0,2,20130107
559,18,2013-01-07 04:00,0,马洛卡,16,1-1,0-0,平/半,平/半,2.5,1,0,马德里竞技,2,1,1,0,0,0,20130107
560,18,2013-01-08 03:00,0,巴列卡诺,9,3-1,2-0,平手,平手,2/2.5,1,1,赫塔菲,10,3,1,2,0,2,20130108
561,19,2013-01-12 04:30,0,毕尔巴鄂竞技,14,1-2,0-0,平/半,平/半,2.5,1,1,巴列卡诺,7,1,2,0,0,1,20130112
562,19,2013-01-12 23:00,0,瓦拉多利德,13,3-1,1-1,平/半,平/半,2.5,1,0,马洛卡,16,3,1,1,1,2,20130112
563,19,2013-01-13 01:00,0,西班牙人,19,1-0,1-0,平/半,平/半,2/2.5,1,0,塞尔塔,15,1,0,1,0,2,20130113
564,19,2013-01-13 03:00,0,奥萨苏纳,20,0-0,0-0,半球,半球,3,1/1.5,1,皇家马德里,3,0,0,0,0,0,20130113
565,19,2013-01-13 05:00,0,巴伦西亚,8,2-0,0-0,平/半,平/半,2.5,1,0,塞维利亚,11,2,0,0,0,2,20130113
566,19,2013-01-13 19:00,0,皇家贝蒂斯,6,2-0,1-0,平/半,平/半,2.5,1,0,莱万特,8,2,0,1,0,2,20130113
567,19,2013-01-13 23:59,0,皇家社会,9,1-1,1-1,平/半,平/半,2.5,1,1,拉科鲁尼亚,19,1,1,1,1,0,20130113
568,19,2013-01-14 02:00,0,马德里竞技,2,2-0,2-0,半球,半球,3,1/1.5,0,萨拉戈萨,13,2,0,2,0,2,20130114
569,19,2013-01-14 04:00,0,马拉加,5,1-3,0-1,半球,半球,3/3.5,1/1.5,0,巴塞罗那,1,1,3,0,1,1,20130114
570,19,2013-01-15 03:00,0,赫塔菲,11,2-2,2-1,平/半,平/半,2.5,1,0,格拉那达,19,2,2,2,1,0,20130115
571,20,2013-01-19 04:00,0,西班牙人,15,3-2,1-2,平/半,平/半,2/2.5,1,1,马洛卡,18,3,2,1,2,2,20130119
572,20,2013-01-19 23:00,0,格拉那达,17,2-0,1-0,平手,平手,2/2.5,0.5/1,0,巴列卡诺,6,2,0,1,0,2,20130119
573,20,2013-01-20 01:00,0,皇家社会,9,3-2,1-2,半/一,半/一,3/3.5,1/1.5,1,巴塞罗那,1,3,2,1,2,2,20130120
574,20,2013-01-20 03:00,0,赫塔菲,11,1-1,1-1,平手,平手,2.5,1,0,塞维利亚,12,1,1,1,1,0,20130120
575,20,2013-01-20 05:00,0,马拉加,5,1-1,1-0,平/半,平/半,2.5,1,0,塞尔塔,16,1,1,1,0,0,20130120
576,20,2013-01-20 19:00,0,奥萨苏纳,20,2-1,1-0,平/半,平/半,2/2.5,1,0,拉科鲁尼亚,19,2,1,1,0,2,20130120
577,20,2013-01-20 23:59,0,瓦拉多利德,11,2-0,1-0,平/半,平/半,2/2.5,0.5/1,0,萨拉戈萨,13,2,0,1,0,2,20130120
578,20,2013-01-21 02:00,0,马德里竞技,2,2-0,1-0,半球,半球,2.5/3,1/1.5,0,莱万特,8,2,0,1,0,2,20130121
579,20,2013-01-21 04:00,0,巴伦西亚,7,0-5,0-5,平/半,平/半,3,1/1.5,0,皇家马德里,3,0,5,0,5,1,20130121
580,20,2013-01-22 04:30,0,皇家贝蒂斯,4,1-1,1-1,平/半,平/半,2.5,1,0,毕尔巴鄂竞技,15,1,1,1,1,0,20130122
581,21,2013-01-26 23:00,1,塞尔塔,17,1-1,1-0,平/半,平/半,2.5,1,0,皇家社会,9,1,1,1,0,0,20130126
582,21,2013-01-27 01:00,0,莱万特,8,2-1,1-1,平/半,平/半,2.5,1,0,瓦拉多利德,10,2,1,1,1,2,20130127
583,21,2013-01-27 03:00,1,萨拉戈萨,13,0-0,0-0,平/半,平/半,2.5,1,1,西班牙人,15,0,0,0,0,0,20130127
584,21,2013-01-27 05:00,2,拉科鲁尼亚,20,2-3,2-1,平手,平手,2/2.5,1,0,巴伦西亚,7,2,3,2,1,1,20130127
585,21,2013-01-27 19:00,0,皇家马德里,3,4-0,0-0,一球,一球,3.5,1.5,0,赫塔菲,11,4,0,0,0,2,20130127
586,21,2013-01-27 23:59,0,巴列卡诺,8,3-0,1-0,平手,平手,2.5,1,0,皇家贝蒂斯,4,3,0,1,0,2,20130127
587,21,2013-01-28 02:00,0,巴塞罗那,1,5-1,3-1,一/球半,一/球半,4,1.5/2,1,奥萨苏纳,18,5,1,3,1,2,20130128
588,21,2013-01-28 04:00,0,毕尔巴鄂竞技,15,3-0,0-0,平/半,平/半,2.5,1,0,马德里竞技,2,3,0,0,0,2,20130128
589,21,2013-01-28 04:00,0,马洛卡,19,2-3,1-2,平手,平手,2.5,1,1,马拉加,7,2,3,1,2,1,20130128
590,21,2013-01-29 04:30,0,塞维利亚,12,3-0,1-0,半球,半球,2.5,1,0,格拉那达,17,3,0,1,0,2,20130129
591,22,2013-02-02 04:30,0,瓦拉多利德,10,2-2,2-1,平/半,平/半,2.5,1,0,毕尔巴鄂竞技,13,2,2,2,1,0,20130202
592,22,2013-02-02 23:00,0,奥萨苏纳,18,1-0,0-0,平/半,平/半,2/2.5,1,0,塞尔塔,16,1,0,0,0,2,20130202
593,22,2013-02-03 01:00,1,赫塔菲,12,3-1,1-1,平/半,平/半,2.5,1,1,拉科鲁尼亚,20,3,1,1,1,2,20130203
594,22,2013-02-03 03:00,0,西班牙人,15,3-2,1-0,平/半,平/半,2/2.5,0.5/1,0,莱万特,8,3,2,1,0,2,20130203
595,22,2013-02-03 05:00,0,格拉那达,17,1-0,1-0,半球,半球,3/3.5,1/1.5,0,皇家马德里,3,1,0,1,0,2,20130203
596,22,2013-02-03 19:00,0,马拉加,4,1-1,1-1,平/半,平/半,2.5,1,1,萨拉戈萨,15,1,1,1,1,0,20130203
597,22,2013-02-03 23:59,1,塞维利亚,12,2-1,1-0,半球,半球,2.5,1,0,巴列卡诺,6,2,1,1,0,2,20130203
598,22,2013-02-04 02:00,0,巴伦西亚,7,1-1,1-1,半球,半球,3/3.5,1/1.5,0,巴塞罗那,1,1,1,1,1,0,20130204
599,22,2013-02-04 04:00,0,马德里竞技,2,1-0,0-0,半球,半球,2.5/3,1/1.5,0,皇家贝蒂斯,5,1,0,0,0,2,20130204
600,22,2013-02-04 04:00,0,皇家社会,9,3-0,0-0,平/半,平/半,2/2.5,1,1,马洛卡,19,3,0,0,0,2,20130204
601,23,2013-02-09 23:00,0,马洛卡,19,1-1,0-0,平/半,平/半,2/2.5,0.5/1,0,奥萨苏纳,17,1,1,0,0,0,20130209
602,23,2013-02-10 01:00,0,塞尔塔,18,0-1,0-0,平手,平手,2.5,1,0,巴伦西亚,6,0,1,0,0,1,20130210
603,23,2013-02-10 03:00,0,莱万特,9,1-2,1-1,平手,平手,2.5,1,0,马拉加,4,1,2,1,1,1,20130210
604,23,2013-02-10 05:00,1,拉科鲁尼亚,20,0-3,0-1,平/半,平/半,2.5,1,0,格拉那达,16,0,3,0,1,1,20130210
605,23,2013-02-10 05:00,1,皇家马德里,3,4-1,2-0,半/一,半/一,3/3.5,1.5,1,塞维利亚,11,4,1,2,0,2,20130210
606,23,2013-02-10 19:00,0,巴塞罗那,1,6-1,2-0,一/球半,一/球半,3.5/4,1.5/2,0,赫塔菲,12,6,1,2,0,2,20130210
607,23,2013-02-10 23:59,1,萨拉戈萨,16,1-2,0-2,平手,平手,2.5,1,0,皇家社会,8,1,2,0,2,1,20130210
608,23,2013-02-11 02:00,0,毕尔巴鄂竞技,14,0-4,0-1,平/半,平/半,2.5,1,0,西班牙人,15,0,4,0,1,1,20130211
609,23,2013-02-11 04:00,0,巴列卡诺,7,2-1,2-0,平/半,平/半,2.5,1,0,马德里竞技,2,2,1,2,0,2,20130211
610,23,2013-02-12 04:30,1,皇家贝蒂斯,8,0-0,0-0,平/半,平/半,2.5,1,1,瓦拉多利德,10,0,0,0,0,0,20130212
611,24,2013-02-16 04:30,0,塞维利亚,11,3-1,3-1,半球,半球,2.5/3,1/1.5,0,拉科鲁尼亚,20,3,1,3,1,2,20130216
612,24,2013-02-16 23:00,0,赫塔菲,12,3-1,3-1,平/半,平/半,2/2.5,0.5/1,0,塞尔塔,18,3,1,3,1,2,20130216
613,24,2013-02-17 01:00,0,马拉加,4,1-0,1-0,平/半,平/半,2.5,1,0,毕尔巴鄂竞技,15,1,0,1,0,2,20130217
614,24,2013-02-17 03:00,0,格拉那达,14,1-2,1-0,半/一,半/一,3/3.5,1/1.5,0,巴塞罗那,1,1,2,1,0,1,20130217
615,24,2013-02-17 05:00,0,奥萨苏纳,17,1-0,1-0,平/半,平/半,2/2.5,0.5/1,0,萨拉戈萨,16,1,0,1,0,2,20130217
616,24,2013-02-17 19:00,0,皇家社会,7,1-1,1-1,平/半,平/半,2.5,1,1,莱万特,9,1,1,1,1,0,20130217
617,24,2013-02-17 23:59,1,巴伦西亚,5,2-0,0-0,半球,半球,2.5/3,1/1.5,0,马洛卡,19,2,0,0,0,2,20130217
618,24,2013-02-18 02:00,0,瓦拉多利德,12,0-3,0-1,平/半,平/半,2.5,1,0,马德里竞技,2,0,3,0,1,1,20130218
619,24,2013-02-18 04:00,1,皇家马德里,3,2-0,2-0,一球,一球,3.5,1.5,0,巴列卡诺,6,2,0,2,0,2,20130218
620,24,2013-02-18 04:00,0,西班牙人,13,1-0,1-0,平/半,平/半,2/2.5,0.5/1,0,皇家贝蒂斯,8,1,0,1,0,2,20130218
621,25,2013-02-23 04:30,0,毕尔巴鄂竞技,15,1-3,1-1,平/半,平/半,2.5,1,0,皇家社会,6,1,3,1,1,1,20130223
622,25,2013-02-23 23:00,0,马洛卡,19,1-3,1-0,平/半,平/半,2/2.5,1,0,赫塔菲,11,1,3,1,0,1,20130223
623,25,2013-02-24 01:00,1,萨拉戈萨,17,2-2,2-1,平手,平手,2/2.5,1,0,巴伦西亚,6,2,2,2,1,0,20130224
624,25,2013-02-24 03:00,0,拉科鲁尼亚,20,1-2,1-0,半球,半球,3/3.5,1.5,1,皇家马德里,3,1,2,1,0,1,20130224
625,25,2013-02-24 05:00,0,巴塞罗那,1,2-1,0-1,一球,一球,3.5/4,1.5,0,塞维利亚,10,2,1,0,1,2,20130224
626,25,2013-02-24 19:00,0,巴列卡诺,7,1-2,0-0,平/半,平/半,2.5,1,0,瓦拉多利德,13,1,2,0,0,1,20130224
627,25,2013-02-24 23:59,0,塞尔塔,18,2-1,1-1,平/半,平/半,2/2.5,1,0,格拉那达,14,2,1,1,1,2,20130224
628,25,2013-02-25 02:00,1,马德里竞技,2,1-0,1-0,半球,半球,2.5/3,1,0,西班牙人,12,1,0,1,0,2,20130225
629,25,2013-02-25 04:00,0,皇家贝蒂斯,8,3-0,3-0,平手,平手,2.5,1,1,马拉加,4,3,0,3,0,2,20130225
630,25,2013-02-26 04:00,0,莱万特,10,0-2,0-0,平/半,平/半,2/2.5,1,0,奥萨苏纳,16,0,2,0,0,1,20130226
631,26,2013-03-02 04:00,1,赫塔菲,9,2-0,1-0,平/半,平/半,2/2.5,1,1,萨拉戈萨,17,2,0,1,0,2,20130302
632,26,2013-03-02 23:00,0,皇家马德里,3,2-1,1-1,平手,平手,3,1/1.5,1,巴塞罗那,1,2,1,1,1,2,20130302
633,26,2013-03-03 01:00,1,拉科鲁尼亚,20,0-0,0-0,平手,平手,2.5,1,0,巴列卡诺,9,0,0,0,0,0,20130303
634,26,2013-03-03 03:00,0,奥萨苏纳,14,0-1,0-0,平手,平手,2.5,1,0,毕尔巴鄂竞技,16,0,1,0,0,1,20130303
635,26,2013-03-03 05:00,0,巴伦西亚,5,2-2,2-1,半球,半球,2.5/3,1,0,莱万特,10,2,2,2,1,0,20130303
636,26,2013-03-03 19:00,0,格拉那达,16,1-2,1-1,平/半,平/半,2/2.5,1,0,马洛卡,19,1,2,1,1,1,20130303
637,26,2013-03-03 23:59,0,西班牙人,13,0-0,0-0,平/半,平/半,2/2.5,1,0,瓦拉多利德,11,0,0,0,0,0,20130303
638,26,2013-03-04 02:00,0,马拉加,4,0-0,0-0,平手,平手,2.5,1,0,马德里竞技,2,0,0,0,0,0,20130304
639,26,2013-03-04 04:00,0,皇家社会,6,3-3,0-1,平/半,平/半,2.5,1,0,皇家贝蒂斯,7,3,3,0,1,0,20130304
640,26,2013-03-05 04:30,0,塞维利亚,12,4-1,2-1,半球,半球,2.5/3,1,0,塞尔塔,18,4,1,2,1,2,20130305
641,27,2013-03-09 04:30,0,皇家贝蒂斯,7,2-1,1-0,平/半,平/半,2/2.5,0.5/1,1,奥萨苏纳,15,2,1,1,0,2,20130309
642,27,2013-03-09 23:00,0,巴列卡诺,9,2-0,1-0,平/半,平/半,2.5,1,0,西班牙人,13,2,0,1,0,2,20130309
643,27,2013-03-10 01:00,0,瓦拉多利德,12,1-1,1-1,平手,平手,2.5,1,0,马拉加,4,1,1,1,1,0,20130310
644,27,2013-03-10 03:00,0,巴塞罗那,1,2-0,1-0,一/球半,一/球半,3.5/4,1.5/2,0,拉科鲁尼亚,20,2,0,1,0,2,20130310
645,27,2013-03-10 05:00,1,马洛卡,19,2-1,1-0,平/半,平/半,2.5,1,0,塞维利亚,10,2,1,1,0,2,20130310
646,27,2013-03-10 19:00,0,毕尔巴鄂竞技,14,1-0,0-0,平手,平手,2.5/3,1,0,巴伦西亚,6,1,0,0,0,2,20130310
647,27,2013-03-10 23:59,0,莱万特,12,0-0,0-0,平/半,平/半,2.5,1,0,赫塔菲,9,0,0,0,0,0,20130310
648,27,2013-03-11 02:00,0,塞尔塔,19,1-2,0-0,半球,半球,3/3.5,1/1.5,0,皇家马德里,3,1,2,0,0,1,20130311
649,27,2013-03-11 04:00,0,马德里竞技,2,0-1,0-0,半球,半球,2.5/3,1,0,皇家社会,7,0,1,0,0,1,20130311
650,27,2013-03-12 03:30,0,萨拉戈萨,17,0-0,0-0,平/半,平/半,2/2.5,0.5/1,0,格拉那达,16,0,0,0,0,0,20130312
651,28,2013-03-16 04:45,0,拉科鲁尼亚,20,3-1,1-0,平手,平手,2.5,1,1,塞尔塔,19,3,1,1,0,2,20130316
